06/22/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		893		353		201		173		3225		0		0
	2		894		359		200		173		3544		0		0
	3		895		356		199		175		3412		0		0
	4		895		345		199		175		2846		0		0
	5		895		336		199		175		2600		0		0
	6		892		340		198		176		2973		0		0
	7		891		346		198		186		2966		363		0
	8		890		346		199		187		2522		1505		85
	9		890		349		199		189		2343		2584		491
	10		890		348		198		196		2230		3247		621
	11		887		347		198		196		2121		3720		640
	12		883		347		199		208		2185		3921		637
	13		882		348		199		245		2449		3939		625
	14		881		348		191		245		2656		3937		622
	15		881		348		190		244		3031		3894		622
	16		880		345		190		245		3408		3652		616
	17		880		345		188		255		3838		3165		585
	18		880		347		192		276		3959		2451		534
	19		880		349		197		277		4163		1329		396
	20		880		348		200		274		4105		304		68
	21		881		349		199		274		4155		0		0
	22		884		349		200		276		4234		0		0
	23		885		342		202		257		4203		0		0
	24		887		337		203		212		4305		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		4845		2282		7471		8161		1213				
	2		5170		2282		5667		8343		1330				
	3		5037		2282		4924		8551		1375				
	4		4460		2283		5152		8308		1429				
	5		4205		2283		5305		8222		1382				
	6		4579		2283		5037		8050		1106				
	7		4950		2283		5091		7444		1267				
	8		5733		2283		5016		7116		1473				
	9		7045		2283		5231		6788		1465				
	10		7730		2282		5380		7201		1458				
	11		8111		2282		5933		7143		1456				
	12		8381		2280		7031		6949		1299				
	13		8687		2280		7283		6746		1565				
	14		8880		2280		7996		6831		1607				
	15		9210		2279		8813		6490		1875				
	16		9336		2279		9517		6269		2261				
	17		9256		2279		9812		6383		2699				
	18		8638		2280		10578		6414		2999				
	19		7590		2280		10995		6643		3243				
	20		6180		2281		11478		7033		3094				
	21		5858		2281		11362		7515		3049				
	22		5943		2282		10930		7595		2628				
	23		5889		2282		8940		7994		1940				
	24		5944		2282		7269		7783		1585				
