01/16/13			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		952		356		216		328		192		9		0
	2		921		357		215		292		183		6		0
	3		922		361		215		292		163		4		0
	4		923		365		215		293		142		2		0
	5		922		363		215		293		153		1		0
	6		922		362		215		332		150		0		0
	7		921		359		214		351		145		0		0
	8		921		354		206		364		148		141		0
	9		918		343		203		365		159		550		0
	10		920		351		203		371		165		942		0
	11		921		355		204		385		179		1092		0
	12		921		357		205		396		179		1140		0
	13		920		349		206		393		208		1139		0
	14		920		329		208		390		198		1081		0
	15		920		335		210		395		207		895		0
	16		921		336		208		399		215		532		0
	17		922		343		208		403		232		115		0
	18		922		335		209		454		231		3		0
	19		921		333		210		457		253		3		0
	20		921		324		211		462		262		6		0
	21		920		325		211		427		274		10		0
	22		922		328		211		410		253		12		0
	23		924		327		210		372		249		14		0
	24		923		333		198		367		262		15		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		2053		2267		11868		6100		1472				
	2		1971		2268		12108		5662		1083				
	3		1953		2270		11672		5739		1102				
	4		1935		2270		11574		5680		1110				
	5		1942		2270		11727		6146		1233				
	6		1974		2269		12163		7003		1621				
	7		1986		2267		13237		8399		2160				
	8		2131		2268		14226		8676		2435				
	9		2535		2272		14120		8464		2130				
	10		2947		2271		13982		7699		2141				
	11		3133		2271		13597		7595		2011				
	12		3193		2270		13092		7649		1808				
	13		3211		2268		13040		7084		1795				
	14		3122		2268		12406		7451		1850				
	15		2960		2268		12638		7099		1856				
	16		2609		2266		12840		7127		1840				
	17		2222		2271		13038		7757		1944				
	18		2153		2272		14574		8362		2635				
	19		2177		2268		15366		8673		2792				
	20		2186		2269		15028		8626		2838				
	21		2165		2270		14664		8592		2497				
	22		2133		2272		13579		8346		2261				
	23		2092		2276		13136		6874		1930				
	24		2096		2274		11755		6371		1723				
