11/23/14			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		1089		321		179		63		2471		0		0		
	2		1089		320		180		28		2707		0		0		
	3		1089		319		180		28		2664		0		0		
	4		1090		324		180		28		2686		0		0		
	5		1090		319		180		28		2191		0		0		
	6		1091		324		180		69		1495		0		0		
	7		1091		326		180		74		760		22		0		
	8		1092		324		179		69		467		979		0		
	9		1090		309		179		90		424		2461		123		
	10		1088		309		179		91		523		3473		334		
	11		1088		308		179		91		784		3760		343		
	12		1086		307		178		83		624		3771		324		
	13		1086		309		179		82		457		3743		348		
	14		1085		309		178		81		458		3525		404		
	15		1085		308		179		81		252		2818		380		
	16		1085		312		179		82		186		1320		233		
	17		1086		310		179		97		141		0		0		
	18		1082		307		179		134		272		0		0		
	19		1074		326		179		135		426		0		0		
	20		1073		324		180		97		452		0		0		
	21		1074		322		179		92		265		0		0		
	22		1078		318		178		92		269		0		0		
	23		1081		315		179		91		422		0		0		
	24		1082		319		179		80		579		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		4123		2266		7495		6052		559						
	2		4323		2267		6528		6181		441						
	3		4280		2267		6267		6053		358						
	4		4308		2266		5811		6284		358						
	5		3808		2267		6073		6604		419						
	6		3159		2270		6599		6903		664						
	7		2453		2270		7109		7033		1071						
	8		3110		2269		7012		7338		594						
	9		4676		2269		6512		7067		578						
	10		5997		2269		5840		6931		509						
	11		6553		2269		5798		6510		613						
	12		6373		2268		5940		6625		624						
	13		6204		2266		6354		6432		646						
	14		6040		2266		6426		6625		641						
	15		5103		2265		7449		6731		753						
	16		3397		2266		8842		7326		887						
	17		1813		2270		10822		7804		1305						
	18		1975		2272		12886		7966		1585						
	19		2140		2269		12464		8219		1774						
	20		2126		2267		12120		8204		1713						
	21		1931		2267		11708		8092		1611						
	22		1936		2267		11028		7828		1280						
	23		2087		2271		9909		7429		1049						
	24		2238		2271		8868		7055		808						
