05/17/13			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		857		291		191		348		3476		0		0
	2		856		289		190		345		3443		0		0
	3		854		292		190		345		3248		0		0
	4		857		293		192		344		3221		0		0
	5		858		294		191		344		3178		0		0
	6		857		297		190		346		2967		0		0
	7		857		296		190		359		3109		58		0
	8		857		296		189		364		3077		329		0
	9		856		297		190		374		3295		687		63
	10		855		296		189		374		3312		999		211
	11		854		296		188		397		3236		1162		256
	12		865		284		192		406		3216		1271		262
	13		866		274		186		383		3168		1342		267
	14		875		283		191		401		3325		1342		291
	15		885		291		190		402		3651		1210		287
	16		861		293		191		410		3860		1135		253
	17		857		294		192		402		3981		922		150
	18		856		292		191		402		3901		562		130
	19		856		292		192		411		3632		212		85
	20		881		293		194		421		3290		0		5
	21		829		279		195		425		3191		0		0
	22		836		276		195		440		3056		0		0
	23		836		278		194		428		3045		0		0
	24		810		277		194		388		3259		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		5161		2277		6206		8188		1423				
	2		5121		2279		5748		7982		1339				
	3		4926		2278		5528		7820		1287				
	4		4903		2278		5683		7377		1386				
	5		4862		2279		5598		7869		1403				
	6		4654		2277		6173		8501		1621				
	7		4869		2274		6223		8987		2053				
	8		5112		2276		6849		9294		2150				
	9		5761		2276		7547		9144		2033				
	10		6236		2275		7921		9046		1975				
	11		6389		2275		8399		8694		2169				
	12		6497		2275		8471		8550		2394				
	13		6487		2277		8463		8380		2535				
	14		6708		2276		8391		8211		2707				
	15		6915		2278		8332		8376		2396				
	16		7004		2278		8302		8306		2331				
	17		6798		2280		8292		8125		2574				
	18		6334		2276		8352		8154		2599				
	19		5681		2274		8383		8055		2957				
	20		5104		2274		8244		8575		3233				
	21		4914		2275		9055		9138		3237				
	22		4798		2275		8801		9126		2934				
	23		4777		2275		8138		8726		2124				
	24		4925		2275		6937		8391		1639				
