12/27/14			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		1070		284		157		224		444		0		0		
	2		1070		281		157		223		436		0		0		
	3		1071		280		157		222		283		0		0		
	4		1071		277		157		221		315		0		0		
	5		1071		278		157		221		360		0		0		
	6		1071		279		157		223		378		0		0		
	7		1070		282		157		249		482		0		0		
	8		1070		278		158		267		419		586		0		
	9		1071		258		157		271		322		2320		41		
	10		1071		253		157		241		284		3223		371		
	11		1071		256		157		247		311		3972		474		
	12		1069		257		157		235		321		3994		452		
	13		1068		265		157		200		227		3760		393		
	14		1064		257		156		200		99		3776		169		
	15		1067		259		156		222		74		3207		170		
	16		1067		257		156		302		61		1856		193		
	17		1067		268		157		319		55		0		6		
	18		1068		260		157		366		76		0		0		
	19		1068		260		156		368		87		0		0		
	20		1068		277		156		332		129		0		0		
	21		1064		280		157		326		129		0		0		
	22		1065		270		158		320		112		0		0		
	23		1068		260		158		276		79		0		0		
	24		1068		258		158		248		73		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2179		2153		10048		6664		612						
	2		2168		2153		9240		6591		583						
	3		2013		2152		8935		6638		491						
	4		2042		2152		8772		6587		488						
	5		2087		2151		8573		6844		562						
	6		2108		2151		8463		7322		827						
	7		2240		2151		8129		8193		993						
	8		2779		2150		7967		8328		1046						
	9		4440		2149		7058		8367		848						
	10		5599		2149		6543		7945		818						
	11		6487		2149		6381		7069		809						
	12		6485		2149		6656		6755		644						
	13		6069		2149		7003		6695		496						
	14		5721		2149		7202		6591		489						
	15		5155		2148		7336		6793		620						
	16		3892		2148		7728		7491		962						
	17		1871		2147		9489		8682		1541						
	18		1926		2147		11347		9803		2018						
	19		1941		2147		12142		9597		2046						
	20		1962		2148		12407		9209		1920						
	21		1957		2148		12194		9070		1839						
	22		1925		2147		11354		9198		1650						
	23		1840		2148		10961		8893		1198						
	24		1804		2149		10518		8199		551						
