11/17/14			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		1090		315		185		47		270		0		0		
	2		1090		307		184		15		336		0		0		
	3		1089		311		184		15		350		0		0		
	4		1090		306		184		15		357		0		0		
	5		1090		314		184		54		510		0		0		
	6		1089		311		184		56		586		0		0		
	7		1089		306		183		56		512		83		0		
	8		1090		303		171		58		619		1209		0		
	9		1090		306		177		57		528		2837		208		
	10		1090		316		173		63		436		3666		355		
	11		1087		318		171		68		400		3899		475		
	12		1086		318		165		68		303		3916		479		
	13		1085		312		153		67		341		3918		483		
	14		1076		316		151		64		375		3700		501		
	15		1075		320		156		73		229		2777		502		
	16		1080		325		175		80		201		1174		293		
	17		1083		322		177		108		239		0		1		
	18		1084		323		177		152		252		0		0		
	19		1085		321		179		157		228		0		0		
	20		1086		322		177		159		244		0		0		
	21		1085		323		178		142		269		0		0		
	22		1086		322		177		97		263		0		0		
	23		1085		316		178		74		245		0		0		
	24		1084		317		178		73		254		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		1907		2260		9668		5646		424						
	2		1933		2262		9969		4799		301						
	3		1950		2263		9630		4890		297						
	4		1952		2264		9697		4873		287						
	5		2152		2263		9772		5144		357						
	6		2226		2264		11161		5198		553						
	7		2229		2265		12824		5193		1224						
	8		3450		2265		13235		5045		1136						
	9		5204		2263		12571		4690		890						
	10		6098		2262		11679		4928		920						
	11		6418		2262		11367		5234		914						
	12		6336		2262		11477		5277		923						
	13		6359		2259		11511		5390		800						
	14		6184		2259		11684		5539		857						
	15		5132		2258		12605		5518		1162						
	16		3327		2258		14118		5910		1223						
	17		1930		2260		16166		5835		1318						
	18		1988		2261		17792		6216		1689						
	19		1972		2260		17577		6419		1639						
	20		1987		2262		16742		6635		1523						
	21		1997		2263		15792		6605		1499						
	22		1945		2262		14575		6608		1117						
	23		1898		2262		13209		6195		723						
	24		1906		2263		11505		5977		563						
