04/22/13			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		891		242		197		281		2444		0		0
	2		894		239		209		280		2186		0		0
	3		887		239		209		279		2102		0		0
	4		855		238		208		276		2430		0		0
	5		858		240		207		275		2667		0		0
	6		858		236		207		276		2633		0		0
	7		858		231		204		284		2404		29		0
	8		858		231		203		301		2158		302		0
	9		855		233		200		310		2113		726		185
	10		855		230		196		310		2231		1027		287
	11		856		230		197		309		1952		1215		303
	12		858		233		201		321		1809		1286		302
	13		864		234		199		327		1807		1296		297
	14		860		233		202		331		2098		1290		296
	15		859		231		203		332		2708		1259		297
	16		864		234		198		334		3130		1136		290
	17		861		238		199		334		3450		901		268
	18		863		237		199		339		3446		558		188
	19		865		235		200		331		3318		167		9
	20		860		236		203		337		2969		0		0
	21		857		244		203		322		2675		0		0
	22		857		246		206		309		2586		0		0
	23		858		260		210		282		2781		0		0
	24		859		271		210		254		3106		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		4052		2278		6649		7541		1463				
	2		3805		2276		6657		7087		1390				
	3		3714		2276		6445		6853		1391				
	4		4005		2277		5978		7103		1238				
	5		4244		2275		5991		7118		1300				
	6		4207		2277		6842		7064		1537				
	7		4011		2278		8013		7419		2045				
	8		4053		2278		9216		7577		2525				
	9		4623		2278		9831		7186		2959				
	10		5137		2277		10200		7110		3252				
	11		5062		2278		10491		7839		2981				
	12		5010		2276		10683		8100		3182				
	13		5023		2277		11177		7965		3132				
	14		5310		2277		10716		9090		2825				
	15		5889		2275		10412		8904		3032				
	16		6186		2275		10323		8431		3441				
	17		6251		2275		10418		8480		3274				
	18		5829		2275		10437		8539		3363				
	19		5124		2276		10491		8450		3643				
	20		4607		2275		11051		8637		3695				
	21		4298		2276		11407		9069		3924				
	22		4201		2276		11028		8565		3194				
	23		4388		2277		9877		7688		2412				
	24		4697		2276		8141		7286		2004				
