05/15/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		895		244		151		233		579		0		0
	2		896		243		151		193		584		0		0
	3		896		243		151		192		542		0		0
	4		896		246		150		190		533		0		0
	5		896		246		150		184		564		0		0
	6		897		241		150		225		577		0		0
	7		896		241		150		236		456		277		0
	8		894		253		150		223		295		1388		46
	9		893		267		149		233		256		2625		356
	10		892		269		150		248		262		3307		562
	11		888		273		152		248		247		3700		563
	12		886		259		151		248		212		3770		509
	13		885		264		149		260		216		3783		504
	14		876		270		153		322		247		3752		501
	15		875		272		153		322		344		3746		557
	16		875		275		150		325		482		3501		609
	17		874		278		149		377		673		2967		570
	18		875		271		150		380		1123		2135		481
	19		877		277		150		387		1469		910		180
	20		877		279		151		385		1559		0		0
	21		877		278		151		368		1663		0		0
	22		879		281		151		301		1766		0		0
	23		878		272		151		270		1787		0		0
	24		880		267		151		244		1715		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		2102		2287		10474		9144		1450				
	2		2067		2286		9383		9013		1267				
	3		2024		2288		8725		8792		1252				
	4		2015		2288		8485		8396		1236				
	5		2041		2287		8666		8354		1259				
	6		2090		2284		9717		8339		1188				
	7		2256		2282		10181		8755		1747				
	8		3250		2282		11295		8784		1686				
	9		4778		2284		12012		8441		1648				
	10		5689		2285		13493		7982		1793				
	11		6072		2286		14826		8254		1944				
	12		6035		2286		16489		8323		2008				
	13		6062		2287		17279		8882		2089				
	14		6121		2288		19117		8568		2279				
	15		6270		2287		20320		8282		2698				
	16		6217		2287		21244		8422		2705				
	17		5889		2287		21449		8759		2966				
	18		5415		2283		21127		8986		3118				
	19		4251		2283		20014		9570		3631				
	20		3251		2284		19518		9461		3650				
	21		3337		2284		18978		9684		3618				
	22		3378		2284		16830		10027		3035				
	23		3357		2285		13921		10032		2173				
	24		3258		2286		11200		9414		1950				
