07/30/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		884		358		207		176		3416		0		0
	2		884		357		208		169		3296		0		0
	3		886		359		208		131		3120		0		0
	4		887		361		208		133		2840		0		0
	5		887		360		203		134		2776		0		0
	6		885		363		206		191		2687		0		0
	7		884		360		203		192		2211		137		0
	8		881		360		199		212		1931		934		0
	9		880		361		200		223		1554		2052		296
	10		878		361		197		233		1005		2971		426
	11		876		363		201		242		706		3484		421
	12		873		363		201		240		712		3694		463
	13		872		368		200		264		793		3851		519
	14		872		364		201		266		837		3773		512
	15		872		361		201		280		1500		3587		500
	16		872		365		201		323		2392		3221		484
	17		873		368		202		388		2709		2698		263
	18		874		363		202		396		2523		1788		172
	19		874		347		203		383		2318		772		20
	20		875		335		204		348		2644		206		0
	21		876		333		206		295		3048		0		0
	22		878		324		205		286		2811		0		0
	23		879		303		206		224		2569		0		0
	24		881		321		207		204		2459		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		5041		2269		12098		8015		1033				
	2		4914		2268		11178		7678		777				
	3		4704		2266		10636		7543		884				
	4		4428		2261		10380		7705		795				
	5		4360		2260		10629		7676		792				
	6		4331		2259		11214		8161		849				
	7		3987		2261		11498		9208		1054				
	8		4517		2263		12818		8837		1251				
	9		5565		2265		13661		8736		1262				
	10		6073		2266		14740		8323		1814				
	11		6293		2268		16042		8491		2028				
	12		6546		2268		17493		8280		2305				
	13		6867		2269		19204		7635		2658				
	14		6825		2269		21108		7281		3122				
	15		7301		2268		22353		6815		3397				
	16		7858		2267		23020		6645		3487				
	17		7501		2265		23521		6684		3963				
	18		6317		2265		23420		7271		4167				
	19		4918		2266		23083		8075		4280				
	20		4614		2266		21673		8078		4164				
	21		4758		2267		20022		9073		3890				
	22		4504		2269		18618		9505		3162				
	23		4180		2272		17559		8148		2536				
	24		4072		2271		15492		8108		1556				
