01/02/13			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		925		340		215		323		219		0		0
	2		925		340		215		319		211		0		0
	3		926		340		213		321		268		0		0
	4		927		339		215		322		271		0		0
	5		927		337		215		323		329		0		0
	6		926		338		215		327		399		0		0
	7		925		330		214		347		337		0		39
	8		924		332		213		350		296		118		79
	9		923		331		211		357		300		423		103
	10		922		325		211		356		267		781		181
	11		923		318		209		357		306		943		239
	12		922		324		209		355		262		986		247
	13		921		327		210		351		220		973		240
	14		921		332		212		353		148		868		249
	15		921		331		212		368		84		677		264
	16		922		333		208		383		67		355		228
	17		923		343		211		379		79		45		186
	18		923		338		214		379		120		0		184
	19		923		337		213		383		105		0		183
	20		923		339		215		382		79		0		183
	21		922		341		216		380		74		0		150
	22		922		345		216		381		63		0		3
	23		925		346		216		343		81		0		0
	24		926		346		216		345		121		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		2020		2268		9315		5793		1684				
	2		2004		2269		9469		5748		1275				
	3		2066		2268		9576		5476		1116				
	4		2070		2266		9722		5345		1176				
	5		2126		2266		9849		5529		1304				
	6		2202		2266		9659		6587		1802				
	7		2193		2266		10430		7758		2142				
	8		2312		2266		10708		8566		2432				
	9		2649		2268		11677		7986		2470				
	10		3043		2269		11637		7875		2425				
	11		3294		2268		11979		7627		2086				
	12		3304		2267		12139		7168		2046				
	13		3243		2266		11633		7230		2152				
	14		3081		2266		11263		7314		2163				
	15		2846		2266		11043		7253		2450				
	16		2483		2266		11237		7296		2464				
	17		2150		2266		11548		7850		2627				
	18		2141		2265		12834		9192		3276				
	19		2129		2264		13799		9088		3151				
	20		2105		2265		13544		9188		3006				
	21		2067		2264		13533		8915		2645				
	22		1918		2264		12778		8938		2224				
	23		1895		2266		12219		7897		1842				
	24		1935		2266		11392		6713		1789				
