09/17/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		878		357		183		143		967		0		0
	2		879		355		183		141		785		0		0
	3		880		357		183		97		969		0		0
	4		880		357		186		97		1089		0		0
	5		880		358		191		106		1029		0		0
	6		880		339		193		146		848		0		0
	7		881		339		194		141		723		0		0
	8		880		339		191		134		654		626		0
	9		880		355		193		145		659		2080		84
	10		878		364		192		144		510		3030		388
	11		877		369		185		168		355		3657		549
	12		876		366		182		169		281		3848		596
	13		875		368		186		166		248		3736		662
	14		874		364		187		180		332		3447		682
	15		873		363		189		199		960		3413		677
	16		872		370		186		233		1901		3284		481
	17		872		368		186		231		2578		2893		341
	18		872		366		191		230		2636		1558		291
	19		873		360		195		226		2708		258		71
	20		873		360		197		230		2476		0		48
	21		873		359		197		189		2818		0		48
	22		872		356		197		179		2842		0		9
	23		872		353		196		177		2898		0		0
	24		873		345		195		161		2405		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		2528		2273		15898		7359		939				
	2		2344		2274		15492		6756		643				
	3		2486		2272		14648		6476		583				
	4		2610		2264		14213		6242		580				
	5		2563		2260		14787		5890		543				
	6		2406		2265		15423		6222		838				
	7		2278		2269		16178		7699		905				
	8		2824		2270		16753		8295		936				
	9		4395		2271		17147		8352		963				
	10		5505		2273		18329		8036		1094				
	11		6160		2274		19861		7645		1484				
	12		6318		2270		21377		7467		1495				
	13		6241		2262		21798		8116		1836				
	14		6067		2261		23367		8281		1905				
	15		6674		2263		23870		7902		2094				
	16		7327		2266		24011		7900		2011				
	17		7469		2263		23568		8065		2262				
	18		6145		2264		22863		8773		2573				
	19		4691		2268		23047		8399		2555				
	20		4184		2270		23277		8336		2517				
	21		4484		2271		22121		8093		2184				
	22		4455		2272		20010		7883		1645				
	23		4496		2272		16505		8271		1213				
	24		3979		2265		14485		8118		798				
