12/20/12			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		921		365		182		315		445		0		0
	2		920		366		183		317		419		0		0
	3		920		368		183		316		434		0		0
	4		919		371		183		316		434		0		0
	5		919		368		183		317		414		0		0
	6		920		369		183		325		409		0		0
	7		920		365		184		342		391		18		0
	8		919		365		183		355		438		139		0
	9		919		356		183		350		471		422		0
	10		918		340		183		335		494		730		46
	11		919		339		182		333		463		865		76
	12		920		334		181		348		546		892		63
	13		920		329		184		351		582		882		57
	14		919		328		184		356		620		770		66
	15		918		337		178		357		588		542		87
	16		918		344		174		367		524		268		82
	17		918		347		176		377		525		21		8
	18		918		354		177		374		393		0		0
	19		918		365		177		376		322		0		0
	20		917		365		177		375		395		0		0
	21		917		362		173		376		507		0		0
	22		918		365		176		373		503		0		0
	23		921		365		176		324		508		0		0
	24		919		364		175		330		501		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		2225		1643		11267		6809		1775				
	2		2203		1641		10660		6666		1654				
	3		2218		1640		10747		6344		1598				
	4		2220		1640		10354		6554		1695				
	5		2199		1640		10379		6683		1892				
	6		2203		1639		11505		6699		1949				
	7		2218		1640		12774		7903		1941				
	8		2399		1639		13751		7800		2338				
	9		2702		1638		13732		7733		2433				
	10		3045		1638		13002		7872		2493				
	11		3178		1638		12728		7819		2368				
	12		3285		1640		12603		7673		2005				
	13		3305		1638		12168		7407		2145				
	14		3243		1639		12200		7220		2101				
	15		3007		1638		12071		7324		2199				
	16		2678		1637		12591		7168		2255				
	17		2372		1638		13594		7527		2373				
	18		2212		1638		15735		8214		3268				
	19		2154		1637		16374		8063		3362				
	20		2226		1638		16246		8099		3056				
	21		2333		1637		16321		7735		2597				
	22		2330		1637		15418		7701		2042				
	23		2290		1639		14194		6799		1882				
	24		2286		1638		12718		6189		1847				
