03/27/13			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		926		325		184		320		2934		0		0
	2		926		328		183		319		2792		0		0
	3		926		330		184		318		2634		0		0
	4		926		336		185		319		2802		0		0
	5		926		337		184		320		2885		0		0
	6		926		334		184		315		2882		0		0
	7		924		332		184		324		2748		3		0
	8		924		331		182		331		2421		114		0
	9		922		330		179		334		2147		456		0
	10		920		334		179		346		2018		886		8
	11		920		339		180		353		1900		1195		99
	12		920		337		181		356		1953		1355		203
	13		918		337		184		367		2276		1383		245
	14		919		337		190		371		2528		1233		246
	15		918		336		193		372		2673		1093		251
	16		918		338		199		373		2903		999		262
	17		918		345		200		377		3066		780		254
	18		919		339		200		394		2843		0		206
	19		919		339		199		398		2540		0		60
	20		920		338		199		383		2219		0		0
	21		920		338		200		383		1705		0		0
	22		921		340		201		367		1420		0		0
	23		925		339		201		355		1508		0		0
	24		926		338		200		341		1646		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		4689		2169		8526		5107		906				
	2		4547		2172		8556		4843		829				
	3		4392		2171		8535		4816		854				
	4		4566		2170		8294		4760		861				
	5		4651		2176		8215		4813		887				
	6		4640		2169		8557		5533		1078				
	7		4515		2165		9193		7072		1556				
	8		4303		2173		9804		7811		1633				
	9		4368		2175		10360		7768		1665				
	10		4692		2179		10623		7543		1709				
	11		4987		2182		10724		7359		1775				
	12		5306		2183		10482		7083		1998				
	13		5709		2181		10254		6814		1975				
	14		5823		2180		10246		6775		1971				
	15		5837		2181		10325		6682		1884				
	16		5992		2179		9985		6822		1780				
	17		5939		2180		9759		6738		1928				
	18		5438		2182		10226		6511		2000				
	19		4567		2175		10503		6870		2387				
	20		4058		2185		11269		7954		2774				
	21		3545		2211		11605		8435		2738				
	22		3248		2232		11331		8209		2141				
	23		3327		2245		10845		6806		1797				
	24		3449		2267		10062		5726		1300				
