10/08/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		872		244		153		124		1450		0		0
	2		873		240		155		89		1508		0		0
	3		873		241		157		87		1470		0		0
	4		874		228		160		86		1285		0		0
	5		874		223		158		97		1100		0		0
	6		875		192		158		123		944		0		0
	7		875		214		159		118		830		0		0
	8		875		220		160		148		723		257		0
	9		874		210		162		172		509		1334		7
	10		874		211		161		179		297		2231		114
	11		871		217		161		188		188		2825		149
	12		867		203		161		180		134		3290		159
	13		865		206		162		206		121		3502		182
	14		864		207		162		209		138		3635		186
	15		866		207		162		211		321		3480		247
	16		868		209		162		215		919		3053		369
	17		869		199		164		218		1620		2183		354
	18		869		211		165		225		2056		739		139
	19		870		218		167		256		2665		0		0
	20		870		250		168		220		3084		0		0
	21		870		266		168		215		3167		0		0
	22		871		265		167		201		3121		0		0
	23		872		266		168		173		3133		0		0
	24		872		262		169		155		3220		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		2843		1129		17125		5391		411				
	2		2865		1130		16072		5303		364				
	3		2828		1131		15195		5250		362				
	4		2633		1129		15083		5221		360				
	5		2453		1128		15467		5377		372				
	6		2292		1128		16838		5840		515				
	7		2196		1130		18944		6113		762				
	8		2384		1130		19319		6433		960				
	9		3269		1130		19336		6252		1058				
	10		4066		1131		19598		6191		1115				
	11		4598		1131		20197		6505		997				
	12		4993		1131		20379		6703		1140				
	13		5243		1130		21144		6767		1236				
	14		5400		1130		22483		6699		1256				
	15		5494		1128		23170		6943		1543				
	16		5795		1127		23800		6882		1736				
	17		5605		1128		23832		6944		1967				
	18		4403		1130		24285		7330		2251				
	19		4175		1131		24008		7072		2240				
	20		4592		1132		23715		7189		2344				
	21		4686		1133		22501		7168		1944				
	22		4625		1133		21036		7408		1257				
	23		4613		1135		18578		6918		916				
	24		4677		1135		16448		6073		596				
