09/18/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		874		346		196		158		1764		0		0
	2		874		336		196		158		1274		0		0
	3		874		335		196		152		877		0		0
	4		874		337		196		117		760		0		0
	5		875		331		196		118		910		0		0
	6		875		314		195		157		1337		0		0
	7		876		316		165		155		1459		16		0
	8		876		319		162		151		1461		756		0
	9		876		336		157		150		1481		2419		135
	10		876		341		157		149		1068		3263		368
	11		875		342		157		170		1088		4010		329
	12		873		344		145		178		1330		4171		366
	13		873		342		148		185		1719		4061		383
	14		873		346		146		186		1878		3988		477
	15		872		353		146		180		1940		3962		532
	16		872		367		149		186		1912		3599		611
	17		873		370		150		222		2230		2821		621
	18		872		369		150		187		2076		1636		504
	19		872		367		150		181		1814		0		63
	20		873		360		151		184		1741		0		0
	21		873		356		151		183		1806		0		0
	22		874		361		152		184		1971		0		0
	23		874		354		153		182		2171		0		0
	24		875		324		153		165		2292		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		3337		2260		13471		7737		772				
	2		2838		2263		13296		6858		860				
	3		2434		2264		12531		6854		775				
	4		2285		2259		12073		7025		737				
	5		2429		2265		12421		6618		911				
	6		2878		2266		12814		7122		865				
	7		2987		2266		14009		7926		892				
	8		3724		2265		14809		7776		776				
	9		5554		2266		14328		7598		808				
	10		6221		2264		15086		7523		907				
	11		6970		2257		15778		7217		1069				
	12		7407		2247		16434		6996		1054				
	13		7711		2241		16603		7022		1222				
	14		7895		2245		16998		7234		1650				
	15		7986		2255		17236		7413		2089				
	16		7697		2247		18132		7548		2133				
	17		7287		2250		18602		7715		2167				
	18		5794		2260		18322		8370		2477				
	19		3448		2265		18781		8477		2536				
	20		3309		2267		18329		9625		2378				
	21		3369		2267		18054		9422		1950				
	22		3541		2265		16133		9178		1652				
	23		3734		2265		13964		9016		1001				
	24		3807		2258		12627		7781		738				
