12/07/14			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		1060		283		177		191		96		0		0		
	2		1061		280		174		179		153		0		0		
	3		1061		285		174		144		169		0		0		
	4		1061		284		177		144		156		0		0		
	5		1061		284		177		148		165		0		0		
	6		1061		282		177		185		190		0		0		
	7		1061		283		177		189		154		3		0		
	8		1061		284		176		184		175		590		0		
	9		1061		285		176		182		158		1548		81		
	10		1059		282		176		183		90		2512		30		
	11		1058		265		176		180		93		3299		119		
	12		1058		263		176		179		95		3459		39		
	13		1059		267		176		182		69		3187		32		
	14		1058		272		176		182		52		2697		50		
	15		1057		280		176		181		74		2131		60		
	16		1058		263		177		183		62		809		0		
	17		1058		264		177		209		87		0		0		
	18		1060		263		177		256		52		0		0		
	19		1060		260		177		256		63		0		0		
	20		1060		262		177		222		72		0		0		
	21		1059		257		178		209		80		0		0		
	22		1059		252		176		200		96		0		0		
	23		1060		247		177		186		95		0		0		
	24		1060		239		178		158		108		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		1807		1557		10551		6908		285						
	2		1847		1555		9627		6957		242						
	3		1833		1556		8993		7082		199						
	4		1822		1556		8751		7065		203						
	5		1834		1557		9012		6791		214						
	6		1894		1590		9003		6835		467						
	7		1866		1591		8252		7273		1086						
	8		2471		1589		7924		6705		1444						
	9		3491		1589		8179		6339		1370						
	10		4331		1569		8632		6168		1007						
	11		5191		1564		8617		6340		633						
	12		5269		1563		8404		6599		729						
	13		4972		1562		8810		6734		737						
	14		4489		1563		9156		6661		1050						
	15		3959		1562		9732		6637		1066						
	16		2552		1566		10526		7442		1221						
	17		1796		1569		12161		7651		1554						
	18		1808		1570		14539		8090		1758						
	19		1816		1570		14872		8027		1782						
	20		1792		1571		14670		7901		1781						
	21		1783		1573		14710		7277		1540						
	22		1783		1572		12978		7864		1154						
	23		1765		1571		11466		7700		911						
	24		1742		1572		10101		7288		801						
