07/04/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		885		326		206		208		1314		0		0
	2		886		330		205		219		1044		0		0
	3		889		332		205		169		960		0		0
	4		889		331		206		171		917		0		0
	5		890		331		205		167		867		0		0
	6		890		312		203		166		835		0		0
	7		890		313		201		205		863		226		0
	8		889		314		199		212		716		1114		65
	9		886		331		201		212		584		2160		389
	10		885		330		202		221		486		2658		462
	11		882		332		202		230		478		3263		562
	12		882		335		202		246		616		3573		439
	13		880		335		202		254		842		3568		361
	14		880		337		203		241		1213		3563		342
	15		878		337		204		237		1435		3452		169
	16		877		338		204		235		1475		3264		237
	17		877		339		204		244		1664		2552		33
	18		876		336		203		260		1742		1894		0
	19		876		336		204		258		1978		1014		0
	20		877		334		199		244		2366		185		0
	21		878		334		193		230		2426		0		0
	22		879		335		195		230		2231		0		0
	23		881		332		199		229		2134		0		0
	24		882		330		202		211		2117		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		2939		2277		11076		9671		1416				
	2		2684		2277		9603		9887		1133				
	3		2555		2278		9065		9709		775				
	4		2514		2278		8182		9872		789				
	5		2460		2278		7988		9847		761				
	6		2404		2278		8188		9709		753				
	7		2699		2278		8213		9090		940				
	8		3509		2277		8393		8614		1304				
	9		4763		2277		8593		8684		1291				
	10		5245		2275		9924		8765		1459				
	11		5950		2273		10916		8884		1712				
	12		6293		2272		12090		9049		1976				
	13		6442		2271		13887		8313		2326				
	14		6779		2271		14530		8535		2353				
	15		6712		2272		14363		9113		2971				
	16		6629		2270		14779		9048		3378				
	17		5913		2270		14803		9523		3829				
	18		5311		2271		14918		9691		3880				
	19		4665		2273		14548		9755		3841				
	20		4205		2272		13898		9692		3362				
	21		4060		2271		13311		9676		3046				
	22		3871		2272		12416		9640		2790				
	23		3775		2273		11738		10010		2052				
	24		3742		2273		10500		9891		1647				
