01/15/13			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		884		312		203		300		189		0		0
	2		922		313		197		261		172		0		0
	3		922		317		196		261		168		0		0
	4		922		319		196		262		128		0		0
	5		921		319		193		254		106		0		0
	6		921		315		191		294		118		0		0
	7		920		310		192		317		128		0		0
	8		922		310		195		326		175		130		0
	9		920		312		199		342		284		506		0
	10		920		311		202		358		359		904		0
	11		921		310		205		359		390		1025		0
	12		921		311		208		367		318		1072		0
	13		921		296		212		376		277		1073		0
	14		920		269		212		377		289		1014		0
	15		920		281		214		378		319		833		0
	16		919		286		215		379		315		499		0
	17		919		301		214		393		284		101		0
	18		920		321		215		424		214		0		0
	19		920		341		214		431		163		2		0
	20		919		355		212		433		147		1		0
	21		919		359		212		395		161		2		0
	22		921		359		211		389		183		5		0
	23		923		360		204		340		203		7		0
	24		953		358		216		331		224		9		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		1881		2268		12250		5683		1685				
	2		1853		2269		11886		5458		1511				
	3		1853		2272		11490		5638		1513				
	4		1818		2271		11463		5723		1549				
	5		1782		2271		12190		5852		1465				
	6		1829		2271		12722		6618		1861				
	7		1859		2269		14519		7579		2267				
	8		2054		2271		15183		7904		2496				
	9		2559		2272		14280		8310		2297				
	10		3049		2273		13840		7616		2305				
	11		3206		2269		13888		6962		2196				
	12		3193		2269		13652		6877		1865				
	13		3153		2268		13264		6705		1881				
	14		3082		2268		12924		6594		2020				
	15		2945		2268		12744		6614		1938				
	16		2613		2267		13124		6709		1962				
	17		2207		2267		14057		7047		2059				
	18		2083		2267		15846		7580		2959				
	19		2066		2267		16998		7736		2964				
	20		2063		2269		16507		8135		2824				
	21		2044		2270		15793		8544		2475				
	22		2064		2271		14447		8386		2325				
	23		2034		2275		13587		7090		2036				
	24		2092		2270		12479		6180		1770				
