05/02/13			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		837		295		172		302		737		0		0
	2		838		298		173		302		903		0		0
	3		839		300		173		303		1196		0		0
	4		842		301		172		303		1326		0		0
	5		840		301		172		303		1393		0		0
	6		845		296		171		302		1282		0		0
	7		860		292		171		311		1190		45		0
	8		859		292		169		318		1122		336		13
	9		855		290		165		344		1299		754		221
	10		853		289		158		352		1528		1086		312
	11		852		291		160		346		1472		1213		322
	12		851		288		165		356		1304		1168		320
	13		851		289		168		365		1187		1177		318
	14		852		289		168		374		891		1171		313
	15		849		291		167		391		686		1139		319
	16		845		294		170		394		551		1023		324
	17		845		305		170		404		516		792		317
	18		850		313		170		393		441		480		297
	19		858		315		171		384		357		200		170
	20		877		318		171		380		464		0		2
	21		916		321		172		377		570		0		0
	22		918		318		171		359		562		0		0
	23		920		319		171		334		616		0		0
	24		923		320		172		313		638		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		2341		2272		9492		7680		1671				
	2		2511		2271		9042		7505		1498				
	3		2808		2272		8529		7191		1343				
	4		2941		2272		7994		7269		1223				
	5		3005		2271		8244		7307		1288				
	6		2894		2272		8604		7816		1634				
	7		2869		2271		9736		7590		2188				
	8		3108		2273		10573		8061		2319				
	9		3928		2272		10858		8115		2431				
	10		4579		2271		11063		8449		2380				
	11		4658		2271		11794		8679		2482				
	12		4452		2271		12404		9181		2549				
	13		4354		2272		12533		9280		2881				
	14		4057		2271		13498		8912		3469				
	15		3842		2270		14104		8885		3896				
	16		3600		2271		14545		9106		4072				
	17		3348		2273		15837		8539		4040				
	18		2945		2275		15875		8796		4054				
	19		2457		2274		15395		9091		4174				
	20		2297		2272		15124		9572		3774				
	21		2361		2272		15093		10007		3779				
	22		2327		2271		14025		9912		3274				
	23		2358		2271		13212		9220		1760				
	24		2364		2271		11372		8467		1430				
