09/22/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		877		313		165		142		2629		0		0
	2		877		311		164		107		2271		0		0
	3		878		312		167		107		1974		0		0
	4		878		312		166		107		1680		0		0
	5		878		311		166		107		1545		0		0
	6		879		311		165		145		1331		0		0
	7		878		312		165		140		925		0		0
	8		877		314		166		165		709		624		0
	9		875		327		166		169		668		2230		115
	10		875		334		165		168		687		3311		460
	11		873		336		164		181		386		3821		583
	12		872		331		164		198		255		4167		607
	13		867		329		164		208		290		4195		671
	14		866		331		163		205		227		4189		700
	15		866		334		164		212		265		4127		708
	16		865		337		164		250		361		3762		708
	17		866		337		165		255		534		3002		682
	18		872		338		170		261		604		1544		537
	19		873		336		169		258		883		0		51
	20		873		337		172		254		1168		0		0
	21		875		337		173		212		1573		0		0
	22		876		337		173		210		1466		0		0
	23		878		327		172		190		1466		0		0
	24		879		324		172		160		1594		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		4125		2270		10749		5192		375				
	2		3729		2270		10351		5102		375				
	3		3438		2265		9815		5558		379				
	4		3144		2266		10202		5555		367				
	5		3008		2268		10794		5511		409				
	6		2831		2268		11494		5989		446				
	7		2420		2269		12641		6984		585				
	8		2854		2270		13691		6953		597				
	9		4549		2271		13246		6998		544				
	10		6001		2271		12917		6913		616				
	11		6344		2270		13595		6941		712				
	12		6594		2268		14362		6697		951				
	13		6724		2267		14662		6903		1213				
	14		6682		2264		15878		6778		1532				
	15		6677		2259		16757		6943		1699				
	16		6447		2258		17388		7269		2005				
	17		5841		2259		17588		7586		2563				
	18		4326		2261		17981		8056		2872				
	19		2570		2265		18789		8098		2701				
	20		2804		2267		18965		8246		2681				
	21		3169		2269		18482		7900		2091				
	22		3062		2269		16772		7907		1562				
	23		3033		2270		15206		6938		1105				
	24		3129		2273		13773		6118		519				
