09/23/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		881		326		172		145		1358		0		0
	2		883		326		172		110		1256		0		0
	3		883		329		172		109		1077		0		0
	4		886		329		172		110		981		0		0
	5		885		326		172		110		872		0		0
	6		885		309		170		148		754		0		0
	7		884		308		169		149		690		0		0
	8		884		310		166		166		623		725		0
	9		881		329		165		173		599		2427		189
	10		859		334		162		183		615		3508		535
	11		837		331		164		203		608		4041		616
	12		835		329		164		198		563		4183		628
	13		833		332		155		188		454		4173		687
	14		832		321		154		202		471		4165		705
	15		830		321		158		213		553		4114		656
	16		830		340		163		225		708		3750		591
	17		830		336		167		227		795		2983		622
	18		830		337		170		216		863		1467		515
	19		834		334		171		260		914		0		53
	20		854		334		169		265		1244		0		0
	21		867		336		169		220		1626		0		0
	22		869		336		169		215		1499		0		0
	23		873		328		170		192		1240		0		0
	24		875		323		169		156		1057		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		2882		2273		13009		5392		438				
	2		2747		2271		12285		5071		429				
	3		2570		2270		11660		5044		418				
	4		2476		2268		11441		5057		421				
	5		2364		2268		11803		5135		474				
	6		2266		2263		13002		5408		465				
	7		2201		2262		13601		7030		548				
	8		2875		2264		13843		7363		506				
	9		4761		2265		13453		6881		543				
	10		6196		2267		13273		6659		734				
	11		6799		2269		13552		6969		865				
	12		6900		2268		14443		6916		1072				
	13		6822		2266		15548		6866		1246				
	14		6851		2265		16717		6936		1544				
	15		6846		2265		17755		7046		1871				
	16		6607		2259		18657		6976		2412				
	17		5961		2258		18853		7413		3089				
	18		4399		2259		19290		8072		3101				
	19		2566		2260		19600		8290		3004				
	20		2867		2260		19555		8249		3041				
	21		3219		2261		18549		8302		2481				
	22		3087		2264		17142		8028		1809				
	23		2804		2267		15414		7571		1127				
	24		2581		2268		14635		6101		737				
