04/06/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		892		303		194		219		2999		0		0
	2		892		307		195		216		2802		0		0
	3		892		318		195		206		2424		0		0
	4		892		319		196		169		1780		0		0
	5		892		321		196		170		1664		0		0
	6		892		320		195		176		1191		0		0
	7		891		327		195		224		861		15		0
	8		891		335		195		231		420		735		0
	9		891		334		194		232		221		2204		109
	10		890		316		189		234		330		3219		269
	11		888		316		190		232		377		3698		333
	12		886		313		190		233		412		3811		365
	13		882		301		191		235		332		3819		369
	14		880		308		191		235		304		3818		399
	15		882		313		191		235		321		3799		461
	16		881		315		191		236		644		3622		455
	17		881		316		190		241		960		3049		439
	18		882		316		190		268		1033		2008		381
	19		881		315		186		273		1002		565		99
	20		882		316		189		310		1187		0		0
	21		881		309		192		309		1361		0		0
	22		881		293		190		309		980		0		0
	23		881		298		189		242		622		0		0
	24		881		296		190		221		398		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		4608		2290		6922		6093		686				
	2		4411		2288		6265		6221		536				
	3		4035		2290		5861		6523		485				
	4		3356		2291		6596		6429		430				
	5		3242		2290		6109		6761		681				
	6		2775		2290		6767		6679		799				
	7		2514		2290		6914		7000		957				
	8		2806		2288		6731		6831		1259				
	9		4185		2288		6338		6622		1112				
	10		5448		2289		5642		6616		1022				
	11		6033		2289		5657		6375		1007				
	12		6210		2289		6066		6226		974				
	13		6128		2289		5858		6440		1094				
	14		6135		2289		5875		6465		948				
	15		6201		2287		5666		6687		1040				
	16		6344		2288		5824		6612		980				
	17		6076		2288		6470		6638		966				
	18		5077		2287		7628		6732		1272				
	19		3322		2288		9170		6945		1980				
	20		2884		2288		10215		7282		2465				
	21		3051		2287		10654		7508		2555				
	22		2653		2288		10305		7134		2499				
	23		2231		2288		9573		7281		1622				
	24		1987		2289		9079		6679		1233				
