01/05/13			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		926		319		216		313		23		0		0
	2		927		319		216		275		18		0		0
	3		927		322		216		278		22		0		0
	4		927		322		216		277		21		0		0
	5		926		322		216		279		27		0		0
	6		926		322		215		338		18		0		0
	7		925		324		215		351		32		0		0
	8		923		325		215		354		35		119		0
	9		921		323		215		382		40		442		1
	10		921		327		215		384		70		782		23
	11		921		339		214		384		66		917		26
	12		922		345		214		383		108		953		24
	13		921		345		214		382		43		924		22
	14		920		346		217		394		30		805		20
	15		920		347		216		404		23		597		16
	16		920		346		216		411		16		273		15
	17		920		354		216		402		15		31		0
	18		921		350		215		403		30		0		0
	19		921		354		213		441		38		0		0
	20		921		354		214		443		68		0		0
	21		921		355		214		392		58		0		0
	22		921		361		214		376		206		0		0
	23		923		371		214		346		242		0		0
	24		924		373		213		324		365		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		1775		2270		10655		6922		1352				
	2		1733		2270		10150		6704		1325				
	3		1743		2269		9744		6742		1097				
	4		1743		2268		9702		6576		1069				
	5		1751		2270		9696		6692		1145				
	6		1802		2269		9675		7099		1201				
	7		1830		2268		9820		7782		1376				
	8		1959		2268		10098		7937		1379				
	9		2314		2268		9955		8133		1812				
	10		2716		2269		9977		8174		1944				
	11		2865		2269		10448		7708		1934				
	12		2949		2268		10482		7506		1791				
	13		2847		2267		10506		7275		1776				
	14		2729		2268		10472		7176		1750				
	15		2519		2268		10671		7000		1762				
	16		2197		2267		10620		7468		1854				
	17		1936		2269		11049		7857		2310				
	18		1912		2268		12567		8671		2854				
	19		1961		2268		12564		8827		3038				
	20		1992		2268		12182		8831		2962				
	21		1930		2268		12204		8750		2373				
	22		2074		2267		11698		8501		1870				
	23		2094		2267		10928		7814		1651				
	24		2196		2267		10504		7101		1146				
