05/30/13			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		903		334		198		365		3125		0		0
	2		903		334		199		349		3010		0		0
	3		904		335		199		352		2821		0		0
	4		904		338		199		348		2767		0		0
	5		905		337		200		347		3023		6		0
	6		906		336		199		354		2942		8		0
	7		904		334		198		351		2609		113		0
	8		904		335		194		357		2273		456		27
	9		900		336		193		356		2058		872		200
	10		907		337		188		368		1950		1212		296
	11		927		340		183		368		1872		1436		314
	12		915		339		187		370		1697		1530		327
	13		917		338		196		391		1921		1490		326
	14		910		338		195		404		2099		1547		327
	15		918		341		197		395		2377		1520		328
	16		900		345		197		410		2485		1360		327
	17		899		345		193		421		2748		1058		306
	18		914		345		175		400		2993		689		288
	19		915		343		144		410		2947		266		199
	20		913		343		142		403		2802		34		30
	21		889		342		143		403		2521		0		0
	22		894		343		156		403		2474		0		0
	23		895		336		165		393		2609		0		0
	24		903		334		177		381		2743		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		4933		2278		6749		8607		1266				
	2		4801		2209		6185		8824		1064				
	3		4617		2117		6191		8559		1073				
	4		4565		2113		6135		8819		977				
	5		4818		2113		5969		8940		830				
	6		4744		2113		6525		8802		1014				
	7		4507		2114		7211		9233		1202				
	8		4545		2115		7982		9932		1485				
	9		4914		2114		8791		9887		1541				
	10		5254		2111		9613		9760		1478				
	11		5440		2113		10412		9590		1545				
	12		5363		2113		10441		9846		2061				
	13		5578		2125		10773		9696		2126				
	14		5820		2214		11103		9669		2272				
	15		6076		2264		11225		9507		2494				
	16		6023		2273		12005		9105		2668				
	17		5970		2275		12134		7726		4188				
	18		5803		2278		12956		7631		3289				
	19		5224		2278		13015		7971		2939				
	20		4668		2278		12804		8380		2735				
	21		4296		2278		13414		8536		2859				
	22		4276		2276		12726		8717		2722				
	23		4404		2276		11026		8689		1846				
	24		4542		2276		9417		8206		1147				
