11/13/14			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		1082		224		172		56		1653		0		0		
	2		1082		226		172		54		2159		0		0		
	3		1082		226		172		54		2380		0		0		
	4		1083		226		172		54		2103		0		0		
	5		1083		227		172		54		2137		0		0		
	6		1083		228		172		55		2083		0		0		
	7		1079		234		170		63		1677		79		0		
	8		1071		236		166		32		1707		993		0		
	9		1058		237		166		21		1822		2175		0		
	10		1057		240		166		33		1737		2938		119		
	11		1078		250		167		66		1640		3021		225		
	12		1078		251		168		77		1820		2872		296		
	13		1076		254		169		80		1954		2784		354		
	14		1075		251		169		76		2089		2575		0		
	15		1073		249		171		87		2081		1845		0		
	16		1076		254		171		90		2190		838		0		
	17		1076		254		171		108		2098		0		0		
	18		1079		252		172		119		1974		0		0		
	19		1080		253		173		121		1980		0		0		
	20		1080		251		171		119		2086		0		0		
	21		1081		256		170		120		2096		0		0		
	22		1083		261		172		102		2355		0		0		
	23		1084		265		173		84		2576		0		0		
	24		1085		264		173		71		2635		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		3188		2265		10862		3901		421						
	2		3693		2266		9764		3843		339						
	3		3913		2265		9120		3797		320						
	4		3637		2265		9282		3811		333						
	5		3672		2265		10034		3622		334						
	6		3620		2265		11825		3253		496						
	7		3301		2265		13030		4010		1100						
	8		4205		2265		13476		4165		1035						
	9		5478		2266		13132		4289		759						
	10		6291		2264		12878		4460		720						
	11		6447		2265		13198		4251		908						
	12		6561		2265		13295		4240		849						
	13		6671		2265		13439		3980		807						
	14		6235		2264		13948		3955		868						
	15		5506		2265		14130		4336		862						
	16		4619		2265		14607		4636		950						
	17		3708		2264		16133		4367		1197						
	18		3596		2263		17381		4791		1794						
	19		3607		2262		17448		4767		1677						
	20		3708		2262		16615		4934		1522						
	21		3724		2263		16173		4605		1212						
	22		3973		2262		14755		4385		1003						
	23		4181		2262		12801		4150		770						
	24		4228		2262		11593		3534		582						
