04/04/13			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		919		274		203		335		1424		0		0
	2		920		272		203		330		1286		0		0
	3		920		272		203		328		1162		0		0
	4		918		278		203		328		964		0		0
	5		918		274		203		328		1024		0		0
	6		917		268		203		329		891		0		0
	7		917		263		203		335		797		3		0
	8		914		270		202		346		1227		132		0
	9		911		290		202		386		1364		328		25
	10		906		298		197		409		2303		629		66
	11		909		303		201		398		2979		929		112
	12		909		301		203		398		2895		1108		159
	13		909		301		202		407		2770		1090		109
	14		911		289		200		410		2783		1015		16
	15		912		295		202		410		2866		923		3
	16		911		289		198		406		3005		821		97
	17		911		288		197		404		3270		549		72
	18		912		283		197		404		3413		377		6
	19		912		283		192		377		3065		0		0
	20		912		281		192		388		2860		0		0
	21		913		283		193		391		2619		0		0
	22		915		285		191		395		2469		0		0
	23		918		282		191		375		2507		0		0
	24		921		276		191		359		2512		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		3151		2270		8154		7088		1300				
	2		3008		2271		7559		6918		1431				
	3		2882		2271		7844		6637		1321				
	4		2689		2271		7587		6689		1450				
	5		2744		2271		7412		6873		1486				
	6		2606		2270		7762		7342		1643				
	7		2517		2270		8823		7474		2378				
	8		3092		2271		9637		7125		2501				
	9		3506		2270		10153		7296		2600				
	10		4807		2270		10056		6820		2602				
	11		5831		2267		9724		6728		2589				
	12		5973		2266		10092		6561		2403				
	13		5788		2265		9934		6811		2477				
	14		5624		2265		9923		7268		2359				
	15		5610		2267		9798		7243		2485				
	16		5729		2271		9794		7015		2398				
	17		5691		2271		9495		7056		2453				
	18		5592		2269		9454		7113		2430				
	19		4929		2273		9931		7183		2686				
	20		4632		2275		10142		7897		3599				
	21		4396		2274		10426		8148		3842				
	22		4251		2273		9568		8146		3495				
	23		4270		2272		8741		7508		2850				
	24		4257		2271		7664		7445		2038				
