08/13/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		882		363		186		168		2020		0		0
	2		882		365		185		156		1935		0		0
	3		883		368		185		123		1790		0		0
	4		883		368		185		121		1667		0		0
	5		884		370		185		121		1335		0		0
	6		884		367		184		160		1373		0		0
	7		884		358		184		167		1279		70		0
	8		884		360		182		182		1152		719		0
	9		883		362		181		199		1019		1975		150
	10		883		362		180		207		1089		3126		271
	11		882		366		183		220		1098		3809		288
	12		881		366		185		219		1151		3970		294
	13		879		376		185		238		1246		4024		333
	14		879		375		185		242		1164		3856		340
	15		877		377		186		253		1063		3892		343
	16		878		380		188		265		1096		3552		342
	17		877		369		188		302		1109		3116		335
	18		877		365		188		302		1138		2271		335
	19		877		356		187		299		1105		876		171
	20		879		355		186		301		1220		0		0
	21		879		357		186		278		1467		0		0
	22		881		344		186		231		1317		0		0
	23		882		326		186		205		1142		0		0
	24		883		343		184		195		933		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		3618		2274		12625		7213		634				
	2		3523		2272		11561		7297		458				
	3		3348		2272		10874		7421		483				
	4		3224		2270		10779		7481		565				
	5		2894		2267		11455		7469		540				
	6		2969		2265		11825		7685		606				
	7		2943		2268		13222		7776		825				
	8		3479		2269		13866		7895		890				
	9		4769		2270		13954		7959		742				
	10		6119		2272		13429		8264		797				
	11		6847		2271		13173		8578		999				
	12		7067		2272		13693		8831		1338				
	13		7281		2271		14419		8776		1595				
	14		7041		2267		15570		8997		1925				
	15		6991		2267		16672		8829		2307				
	16		6700		2267		17227		9116		2803				
	17		6297		2266		17910		9350		2856				
	18		5477		2266		17882		9713		3072				
	19		3871		2266		18117		10096		2938				
	20		2940		2267		17675		10133		2787				
	21		3167		2268		17037		10611		2625				
	22		2959		2271		15906		10594		2188				
	23		2741		2271		15046		9706		1124				
	24		2538		2271		13643		8659		859				
