06/09/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		880		321		205		224		1147		0		0
	2		883		321		204		223		1145		0		0
	3		885		328		205		183		985		0		0
	4		887		328		205		182		821		0		0
	5		886		324		204		184		549		0		0
	6		885		305		202		230		376		0		0
	7		886		309		201		232		183		367		0
	8		885		309		203		243		173		1488		52
	9		882		324		204		245		193		2611		331
	10		879		309		203		260		310		3265		537
	11		879		316		202		253		433		3717		573
	12		879		294		202		253		463		3949		589
	13		875		312		206		263		617		3982		614
	14		873		334		206		280		684		3970		617
	15		873		335		207		288		680		3876		614
	16		871		335		206		297		920		3608		598
	17		871		338		207		329		1150		3113		575
	18		872		337		207		323		1096		2321		536
	19		872		334		207		335		1006		1130		336
	20		873		332		209		335		1023		221		23
	21		873		333		207		315		1174		0		0
	22		874		333		205		264		1311		0		0
	23		876		333		206		258		1713		0		0
	24		876		332		207		240		1682		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		2776		2277		9453		9167		1279				
	2		2776		2275		8482		9022		934				
	3		2585		2277		8022		9008		760				
	4		2422		2279		7291		9434		800				
	5		2147		2280		7344		9934		830				
	6		2000		2283		8563		9838		844				
	7		2178		2280		9209		10187		1006				
	8		3353		2281		10823		9547		1213				
	9		4791		2282		11750		8936		1209				
	10		5763		2282		11968		8989		1655				
	11		6373		2280		13014		8642		2101				
	12		6628		2279		14793		7898		2422				
	13		6870		2277		15663		7865		2858				
	14		6965		2277		16585		8198		3296				
	15		6873		2277		17939		7860		3618				
	16		6836		2278		18824		7741		3668				
	17		6582		2278		18608		8402		3593				
	18		5692		2279		18135		8952		3971				
	19		4220		2278		18507		9142		3828				
	20		3017		2276		18615		8768		3977				
	21		2902		2274		17826		8988		4302				
	22		2988		2274		16904		8623		3906				
	23		3387		2275		14404		8509		2893				
	24		3337		2275		11797		9036		1715				
