11/14/14			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		1085		269		173		55		2695		0		0		
	2		1076		258		172		31		3060		0		0		
	3		1067		268		172		16		3193		0		0		
	4		1071		270		172		16		3119		0		0		
	5		1081		267		172		16		2753		0		0		
	6		1085		267		172		51		2538		0		0		
	7		1085		273		171		54		2747		25		0		
	8		1085		273		170		54		2839		459		0		
	9		1083		273		171		54		2863		1365		0		
	10		1082		271		171		67		3031		2241		0		
	11		1080		251		171		69		3131		3075		22		
	12		1079		223		177		69		3107		3095		42		
	13		1080		238		182		69		2963		3148		80		
	14		1078		253		184		70		2595		3091		266		
	15		1078		269		183		70		2256		2541		379		
	16		1079		276		183		71		2437		1404		261		
	17		1081		275		183		84		2657		0		7		
	18		1082		275		184		124		2725		0		0		
	19		1082		274		182		124		2811		0		0		
	20		1081		260		181		88		3227		0		0		
	21		1081		250		181		83		3250		0		0		
	22		1082		232		181		82		3158		0		0		
	23		1082		232		182		82		2975		0		0		
	24		1082		224		182		81		2666		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		4277		2262		10157		3901		398						
	2		4598		2263		8844		4087		474						
	3		4716		2263		8538		3875		442						
	4		4649		2262		8741		3690		342						
	5		4290		2262		9089		4057		509						
	6		4113		2263		10299		4325		664						
	7		4356		2262		11275		4577		1201						
	8		4881		2262		11682		4959		1265						
	9		5810		2262		11797		4987		958						
	10		6864		2261		11758		4603		934						
	11		7800		2262		11323		4473		905						
	12		7792		2260		11179		4618		984						
	13		7760		2259		11217		4558		960						
	14		7538		2259		11420		4637		942						
	15		6776		2260		11771		4745		1059						
	16		5710		2260		12245		5321		991						
	17		4288		2260		13531		5932		1186						
	18		4390		2260		14758		6342		1511						
	19		4474		2260		14313		6349		1482						
	20		4837		2261		13415		6071		1469						
	21		4845		2261		12500		6120		1416						
	22		4735		2261		11923		5599		1284						
	23		4552		2263		11167		5027		998						
	24		4235		2264		10257		4674		672						
