07/16/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		882		344		208		221		2714		0		0
	2		884		346		208		201		2840		0		0
	3		884		350		208		164		2760		0		0
	4		885		348		208		163		2483		0		0
	5		885		324		208		167		2488		0		0
	6		884		305		206		209		2377		0		0
	7		883		301		205		229		2581		230		0
	8		884		302		204		248		2670		1264		3
	9		883		317		205		251		2338		2501		188
	10		881		323		204		251		1974		3331		263
	11		878		325		201		254		1869		3846		294
	12		877		324		197		264		1937		4079		396
	13		875		321		196		270		2106		4119		400
	14		874		325		199		264		2274		4051		453
	15		874		336		201		267		2457		4046		470
	16		873		348		203		289		2636		3839		504
	17		874		349		204		341		2682		3299		562
	18		874		338		205		357		2837		2470		501
	19		874		332		207		288		2988		1291		331
	20		875		325		207		297		3229		255		46
	21		876		344		208		274		3309		0		0
	22		877		345		205		248		3248		0		0
	23		878		343		207		229		3039		0		0
	24		879		350		208		227		3044		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		4369		2263		11087		8331		937				
	2		4478		2262		10000		8368		767				
	3		4365		2264		9042		8639		668				
	4		4087		2264		9043		8782		713				
	5		4072		2263		9410		8533		665				
	6		3981		2258		10095		8793		697				
	7		4429		2256		10251		9210		937				
	8		5575		2258		10824		8962		1048				
	9		6683		2261		11277		8886		1067				
	10		7226		2264		12259		8633		1118				
	11		7667		2266		13013		8408		1354				
	12		8073		2266		13671		8268		1358				
	13		8287		2263		13702		8481		1646				
	14		8439		2262		13958		8467		2124				
	15		8651		2263		14922		8033		2304				
	16		8692		2264		15096		8322		2538				
	17		8310		2265		15150		8689		2880				
	18		7581		2265		15195		8789		3158				
	19		6311		2259		15867		8321		3294				
	20		5234		2257		15844		8171		3182				
	21		5011		2257		15310		9054		2878				
	22		4924		2259		14512		9228		2786				
	23		4698		2264		12844		9022		2225				
	24		4708		2265		10991		8763		1524				
