09/26/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		880		323		169		149		1452		0		0
	2		881		324		169		116		1200		0		0
	3		881		327		170		116		1099		0		0
	4		882		327		169		116		1213		0		0
	5		883		328		169		153		939		0		0
	6		882		308		168		161		553		0		0
	7		882		309		167		163		371		0		0
	8		882		313		166		166		328		599		0
	9		881		331		167		168		370		2114		52
	10		880		334		164		169		362		3245		277
	11		878		339		165		196		477		3562		381
	12		877		339		165		190		635		3728		371
	13		877		336		164		201		728		3706		290
	14		877		339		164		207		947		3728		269
	15		877		340		165		206		1236		3505		277
	16		877		338		170		187		1609		2761		279
	17		876		329		171		229		1822		1957		284
	18		876		306		170		228		1739		974		261
	19		877		300		172		193		1618		0		49
	20		878		302		173		211		1980		0		0
	21		878		299		171		206		2111		0		0
	22		870		294		169		203		2368		0		0
	23		874		277		172		186		2528		0		0
	24		880		267		173		168		2800		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		2973		2269		13184		5182		583				
	2		2689		2270		12550		4997		489				
	3		2593		2271		12125		5115		472				
	4		2707		2271		11658		5057		480				
	5		2473		2271		11873		5111		459				
	6		2073		2271		13466		4948		748				
	7		1892		2271		14127		6681		846				
	8		2453		2272		14186		7448		850				
	9		4081		2273		14171		7162		810				
	10		5432		2274		14256		7090		782				
	11		5997		2273		14656		7034		954				
	12		6306		2272		15148		6726		1122				
	13		6302		2271		14894		7296		1177				
	14		6532		2270		15022		7432		1466				
	15		6606		2270		15052		7615		1529				
	16		6220		2270		15434		7521		1746				
	17		5667		2270		15156		7956		1808				
	18		4553		2270		15238		8105		1829				
	19		3209		2272		15449		8043		1911				
	20		3544		2272		15440		8318		1965				
	21		3665		2272		14974		7981		1663				
	22		3905		2273		13664		7701		1364				
	23		4037		2271		13413		6225		897				
	24		4288		2272		12580		4811		641				
