12/08/12			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		922		346		187		328		27		0		0
	2		923		347		187		327		118		0		0
	3		923		351		187		300		114		0		0
	4		923		352		186		271		204		0		0
	5		923		354		186		280		337		0		0
	6		923		355		186		329		366		0		0
	7		922		354		187		338		354		4		0
	8		921		356		185		347		282		132		0
	9		920		354		186		346		143		346		0
	10		918		355		185		359		88		616		44
	11		918		351		184		347		87		742		42
	12		917		349		182		357		105		777		51
	13		917		355		182		358		104		756		54
	14		916		351		183		358		123		661		63
	15		916		350		183		357		225		455		84
	16		916		345		184		351		540		178		74
	17		917		347		183		352		975		25		6
	18		917		345		183		355		1027		9		0
	19		917		343		183		399		867		11		0
	20		918		347		183		366		749		11		0
	21		917		343		182		364		721		11		0
	22		917		339		187		362		824		10		0
	23		919		342		189		362		762		11		0
	24		918		342		187		338		757		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		1803		2256		8735		7637		1529				
	2		1895		2254		7965		7567		1479				
	3		1872		2255		7438		7593		1610				
	4		1934		2254		7296		7345		1723				
	5		2077		2255		7301		7236		1708				
	6		2157		2255		7569		7154		1771				
	7		2158		2254		7739		7567		2109				
	8		2223		2254		8261		7527		2115				
	9		2294		2254		8720		8027		2170				
	10		2563		2254		9660		7706		1974				
	11		2668		2252		9698		7782		1926				
	12		2737		2250		9541		7681		1930				
	13		2725		2250		9495		7613		1840				
	14		2654		2250		9234		7720		1845				
	15		2567		2251		9018		7899		1882				
	16		2585		2252		9103		7899		2104				
	17		2805		2256		9955		8327		2222				
	18		2836		2255		11929		8897		2700				
	19		2719		2255		12148		8907		2689				
	20		2573		2256		11680		9116		2629				
	21		2537		2257		11279		8943		2567				
	22		2639		2259		10636		8965		2118				
	23		2584		2261		9912		8026		2141				
	24		2540		2260		9382		7078		1792				
