07/03/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		882		323		196		249		2845		0		0
	2		884		313		196		237		2745		0		0
	3		883		311		195		243		2396		0		0
	4		878		313		195		228		2014		0		0
	5		879		311		194		204		1769		0		0
	6		879		294		192		245		1456		0		0
	7		879		308		192		244		1247		290		0
	8		878		316		191		228		1180		1344		35
	9		877		327		191		229		1015		2503		355
	10		874		332		188		238		835		3276		568
	11		871		334		189		241		880		3768		599
	12		869		338		190		249		872		3981		619
	13		868		341		192		251		853		3993		659
	14		867		339		195		256		869		3996		664
	15		865		339		199		262		1046		3920		663
	16		868		332		201		270		1332		3616		637
	17		874		341		204		303		1485		3069		630
	18		876		340		206		303		1593		2323		573
	19		876		337		206		301		1806		1204		393
	20		876		344		205		282		1943		247		37
	21		877		330		206		276		2127		0		0
	22		879		323		202		235		2081		0		0
	23		881		333		205		233		1836		0		0
	24		883		326		205		231		1578		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		4495		2276		9336		9088		1345				
	2		4375		2277		8337		9148		826				
	3		4028		2278		7551		9341		826				
	4		3628		2278		7314		9273		1083				
	5		3356		2278		7628		9601		964				
	6		3066		2278		8471		9829		977				
	7		3160		2279		9153		10167		1112				
	8		4171		2278		9780		10225		1284				
	9		5498		2278		10555		9794		1361				
	10		6311		2279		11382		9543		1627				
	11		6882		2277		12016		9520		1862				
	12		7119		2275		13034		9553		1868				
	13		7157		2271		14007		9280		2321				
	14		7185		2269		14788		9325		3073				
	15		7294		2269		15864		9282		3378				
	16		7256		2270		16476		9468		3625				
	17		6906		2271		16730		9591		4207				
	18		6213		2271		16836		9729		4595				
	19		5123		2273		16905		9956		4524				
	20		3935		2274		16713		9993		4392				
	21		3815		2275		16673		9788		3713				
	22		3721		2275		15583		10003		3362				
	23		3488		2276		14081		10537		2067				
	24		3223		2277		12442		10210		1582				
