06/20/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		864		358		202		205		3271		0		0
	2		865		358		202		205		3223		0		0
	3		868		358		202		180		2975		0		0
	4		870		361		202		180		2574		0		0
	5		869		363		202		181		2342		0		0
	6		869		343		199		211		2004		0		0
	7		870		363		197		215		1691		331		0
	8		870		369		195		234		1346		1378		96
	9		879		369		197		240		1077		2520		492
	10		891		368		191		236		1054		3243		558
	11		885		373		193		236		899		3693		569
	12		884		370		195		256		649		3908		601
	13		877		372		196		272		817		3934		644
	14		883		374		200		270		1916		3914		622
	15		882		374		200		285		2620		3852		635
	16		882		370		202		286		2931		3574		533
	17		882		377		202		298		3035		3120		284
	18		883		375		202		294		3407		2511		306
	19		884		371		201		292		3429		1406		215
	20		885		367		200		298		3064		434		32
	21		885		360		198		310		2846		0		0
	22		886		354		199		289		2888		0		0
	23		886		347		200		244		3320		0		0
	24		884		345		200		207		3446		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		4900		2283		6980		9101		1429				
	2		4854		2283		6499		8628		1169				
	3		4584		2283		6280		8552		1081				
	4		4186		2283		6224		8541		1105				
	5		3957		2284		6422		8854		1059				
	6		3626		2284		7057		9102		1122				
	7		3665		2285		7933		8942		1234				
	8		4488		2284		8738		8725		1570				
	9		5774		2284		9369		8660		1529				
	10		6540		2283		10205		8386		1681				
	11		6848		2283		10890		8544		1989				
	12		6861		2281		12587		8237		1877				
	13		7111		2279		13224		7952		2230				
	14		8179		2279		13167		8214		2380				
	15		8849		2281		13347		8268		2699				
	16		8777		2282		14132		8058		3117				
	17		8197		2281		14640		8434		3308				
	18		7979		2281		14322		8657		3339				
	19		6797		2282		14160		8958		3417				
	20		5280		2284		14200		8891		3659				
	21		4600		2284		14558		8882		3187				
	22		4615		2283		13692		8676		3006				
	23		4996		2283		11488		8758		2250				
	24		5083		2283		8871		9035		1933				
