06/13/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		889		317		205		210		3107		0		0
	2		892		304		204		198		3219		0		0
	3		892		303		204		178		3156		0		0
	4		893		304		204		174		2863		0		0
	5		893		299		204		170		2687		0		0
	6		894		281		203		219		2834		0		0
	7		895		282		203		228		2755		361		0
	8		894		283		202		231		2601		1547		74
	9		892		300		194		238		2641		2676		386
	10		892		302		193		251		2421		3317		490
	11		890		284		196		243		2132		3713		511
	12		887		305		200		254		2442		3878		518
	13		885		303		205		254		2728		3856		542
	14		884		307		207		241		2900		3855		506
	15		885		308		206		258		2978		3927		443
	16		884		307		207		273		3046		3700		445
	17		883		306		207		283		3176		3212		433
	18		883		304		207		294		3247		2499		413
	19		883		309		206		281		3077		1309		253
	20		883		309		197		291		2960		271		27
	21		884		308		181		278		2762		0		0
	22		886		308		182		277		2687		0		0
	23		886		304		182		255		2614		0		0
	24		887		301		182		243		2704		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		4728		2281		6978		8756		1256				
	2		4817		2279		6276		8338		1060				
	3		4733		2278		5811		8500		1002				
	4		4439		2277		5834		8437		992				
	5		4253		2277		6227		8593		939				
	6		4430		2276		6096		9154		950				
	7		4724		2276		6122		9563		1362				
	8		5831		2277		7010		9148		1481				
	9		7328		2278		7119		8556		1779				
	10		7867		2278		7586		8449		1862				
	11		7970		2279		8743		8251		1727				
	12		8483		2280		9117		8080		1698				
	13		8773		2281		8876		8026		2063				
	14		8902		2281		9755		7930		1865				
	15		9005		2281		9339		8030		2638				
	16		8863		2281		9925		7869		2865				
	17		8500		2282		10288		8017		3051				
	18		7848		2281		10293		8269		3262				
	19		6317		2281		10975		8542		3267				
	20		4939		2282		10991		8860		3487				
	21		4413		2282		11499		8891		3557				
	22		4341		2282		11196		9363		2906				
	23		4240		2283		10215		9282		2154				
	24		4316		2283		8234		9291		1744				
