12/19/12			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		924		365		188		304		1690		0		0
	2		924		365		189		304		2028		0		0
	3		924		370		189		304		1578		0		0
	4		923		371		180		303		1493		0		0
	5		924		371		167		300		1250		0		0
	6		924		369		164		301		966		0		0
	7		923		365		158		313		613		0		0
	8		908		363		155		324		268		123		0
	9		917		355		154		328		121		412		0
	10		921		340		163		328		176		706		71
	11		922		343		179		324		340		861		79
	12		921		342		170		314		467		898		62
	13		921		341		169		316		492		893		57
	14		922		341		167		319		503		804		66
	15		919		358		172		331		453		580		89
	16		919		368		178		333		357		268		83
	17		919		373		179		345		337		20		6
	18		919		367		182		352		300		0		0
	19		919		364		183		358		351		0		0
	20		921		365		184		365		432		0		0
	21		922		365		183		365		551		0		0
	22		921		370		183		364		489		0		0
	23		921		365		183		328		511		0		0
	24		920		364		182		319		478		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		3467		1629		10291		6266		1540				
	2		3807		1631		9314		6233		1507				
	3		3362		1629		9793		5993		1560				
	4		3266		1627		10036		5906		1537				
	5		3009		1625		10146		6691		1569				
	6		2721		1626		11088		7283		1664				
	7		2369		1670		12528		8507		2311				
	8		2141		1676		13926		8539		2666				
	9		2282		1676		14098		8560		2540				
	10		2701		1672		14082		7913		2449				
	11		3044		1649		12934		8570		2192				
	12		3172		1645		13036		7772		2224				
	13		3185		1645		13021		7234		2107				
	14		3117		1645		13175		6860		2124				
	15		2898		1645		12875		7030		2276				
	16		2505		1646		13082		7261		2443				
	17		2179		1645		14714		7032		2657				
	18		2117		1643		16801		8327		3120				
	19		2174		1642		17813		7943		3178				
	20		2264		1641		17816		7982		2799				
	21		2383		1641		16772		8520		2480				
	22		2324		1640		15295		8944		2116				
	23		2305		1641		14236		7780		1832				
	24		2262		1643		12559		7133		1639				
