05/28/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		888		318		199		212		3823		0		0
	2		887		320		197		208		3665		0		0
	3		887		320		194		171		3423		0		0
	4		887		314		195		173		3435		0		0
	5		888		304		196		177		3512		0		0
	6		888		287		195		225		3262		0		0
	7		888		287		197		236		2963		260		0
	8		889		291		192		241		2692		1251		0
	9		890		310		171		248		2163		2115		0
	10		889		312		171		248		2664		2534		29
	11		890		318		172		247		2922		3013		101
	12		890		317		170		249		2983		3297		129
	13		886		317		173		251		3035		3517		221
	14		884		315		173		269		3038		3659		304
	15		884		302		176		273		3010		3582		314
	16		885		295		176		280		3321		3149		309
	17		887		296		176		316		3339		2695		295
	18		887		296		177		314		3145		1853		265
	19		886		299		175		350		3179		955		160
	20		886		311		176		346		3294		262		8
	21		886		309		176		319		3331		0		0
	22		887		310		176		281		3475		0		0
	23		888		305		174		226		3505		0		0
	24		890		317		169		223		3543		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		5439		2285		6856		8028		1513				
	2		5278		2285		6155		7853		1352				
	3		4995		2285		6044		7687		1455				
	4		5004		2283		6033		7344		1503				
	5		5077		2282		6250		7353		1539				
	6		4858		2283		6721		8108		1661				
	7		4831		2282		7736		8482		1893				
	8		5556		2282		8538		8580		2070				
	9		5898		2283		9556		8151		2169				
	10		6848		2282		9930		7731		2179				
	11		7662		2278		10019		7676		1973				
	12		8035		2280		10048		7903		2123				
	13		8399		2283		10688		7454		2153				
	14		8642		2284		11311		7509		2263				
	15		8541		2284		11860		7521		2351				
	16		8415		2284		12219		7337		2669				
	17		8004		2285		12724		7433		2698				
	18		6936		2284		12650		7983		3044				
	19		6005		2284		12860		7746		3297				
	20		5282		2283		12436		7820		3564				
	21		5022		2284		12770		8310		3269				
	22		5129		2285		11825		8395		2930				
	23		5099		2288		10468		8428		1864				
	24		5142		2285		8905		7888		1567				
