06/05/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		843		356		193		203		3752		0		0
	2		845		353		189		167		3665		0		0
	3		845		354		187		166		3638		0		0
	4		846		358		185		167		3460		0		0
	5		845		357		184		167		3257		0		0
	6		846		355		183		209		2856		0		0
	7		846		358		186		220		2800		368		0
	8		844		358		188		224		2417		1564		49
	9		837		358		190		226		1938		2708		294
	10		837		358		189		235		1378		3384		407
	11		832		360		190		251		990		3780		494
	12		837		357		189		255		740		3923		581
	13		838		360		190		257		732		3936		612
	14		839		360		191		266		911		3971		617
	15		838		362		191		268		1149		3917		617
	16		838		361		191		269		1561		3673		617
	17		837		360		194		297		2430		3191		592
	18		836		361		194		306		2997		2428		543
	19		837		360		196		267		3270		1183		329
	20		837		361		196		265		3279		266		27
	21		837		362		196		254		3482		0		0
	22		839		359		194		243		3655		0		0
	23		840		358		198		227		3743		0		0
	24		841		356		199		224		3963		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		5345		2284		7231		8830		627				
	2		5219		2285		6236		8732		535				
	3		5191		2286		5843		8239		597				
	4		5015		2285		5618		8118		715				
	5		4811		2284		6033		8254		692				
	6		4449		2285		6866		8613		750				
	7		4778		2286		7306		9067		1022				
	8		5644		2285		7889		9297		1185				
	9		6551		2285		8620		8993		1252				
	10		6788		2283		9960		8430		1516				
	11		6896		2283		11076		8231		1713				
	12		6882		2283		12210		8080		1736				
	13		6924		2283		12390		8089		2267				
	14		7155		2283		13052		8201		2442				
	15		7342		2282		13646		8351		2657				
	16		7510		2283		13909		8322		3133				
	17		7901		2283		13633		8373		3434				
	18		7665		2283		13120		8761		3592				
	19		6442		2284		13086		9168		3682				
	20		5232		2285		13303		9061		3817				
	21		5131		2283		13542		8949		3580				
	22		5289		2281		12872		8845		2952				
	23		5365		2280		10979		9000		1871				
	24		5583		2280		8431		8994		1334				
