01/05/15			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		1067		251		182		187		54		0		0		
	2		1068		249		182		178		89		0		0		
	3		1069		254		182		146		92		0		0		
	4		1068		241		182		145		90		0		0		
	5		1068		250		182		184		78		0		0		
	6		1069		247		179		195		79		0		0		
	7		1069		249		179		201		70		0		0		
	8		1069		259		176		228		74		506		0		
	9		1067		271		175		229		68		2215		9		
	10		1067		266		172		218		59		3440		99		
	11		1066		270		173		216		49		3919		199		
	12		1064		281		172		216		62		3995		231		
	13		1062		287		172		209		107		3950		126		
	14		1061		293		174		207		113		3889		140		
	15		1059		313		174		211		104		3345		104		
	16		1059		323		173		212		104		2051		169		
	17		1060		333		174		228		115		0		7		
	18		1063		327		174		274		143		0		0		
	19		1064		325		174		273		182		0		0		
	20		1065		325		174		241		192		0		0		
	21		1065		327		174		239		147		0		0		
	22		1065		325		174		217		137		0		0		
	23		1066		325		174		202		170		0		0		
	24		1066		313		174		199		240		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		1742		1429		10412		7500		64						
	2		1766		1434		10654		6679		-15						
	3		1741		1444		10458		6822		-128						
	4		1727		1447		10728		6684		-130						
	5		1763		1490		10537		6888		286						
	6		1770		1563		10784		7950		497						
	7		1768		1561		12007		8728		1006						
	8		2312		1561		13073		7954		1486						
	9		4034		1624		12224		7163		1410						
	10		5321		1765		10788		7315		979						
	11		5891		1926		10264		7104		738						
	12		6021		2054		10518		6548		516						
	13		5913		2100		10472		6416		506						
	14		5877		2101		10550		6428		497						
	15		5310		2104		11079		6458		522						
	16		4092		2104		11446		7243		767						
	17		1916		2109		13045		7735		1569						
	18		1981		2167		14319		8196		2374						
	19		2018		2224		14358		8433		2496						
	20		1997		2214		13861		8399		2578						
	21		1952		2216		13629		7970		2408						
	22		1918		2216		12585		8134		1711						
	23		1937		2216		11817		7536		1065						
	24		1993		2238		10902		6674		614						
