01/09/13			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		923		367		185		299		77		7		0
	2		924		366		199		259		128		7		0
	3		923		369		205		258		86		7		0
	4		924		371		207		258		103		7		0
	5		923		371		208		257		127		7		0
	6		924		368		209		295		130		7		0
	7		923		364		208		325		123		8		0
	8		922		364		206		347		128		71		0
	9		921		361		205		344		147		253		0
	10		920		361		203		342		143		522		14
	11		920		363		205		340		138		623		20
	12		919		362		205		340		174		631		16
	13		915		360		206		343		249		563		9
	14		916		338		209		373		396		425		0
	15		918		340		208		376		433		274		0
	16		918		344		209		382		703		134		0
	17		921		346		209		382		1159		21		0
	18		923		345		210		424		998		0		0
	19		923		352		209		428		863		0		0
	20		923		356		204		431		991		0		0
	21		924		359		204		433		1004		0		0
	22		924		360		204		394		1215		0		0
	23		926		353		204		325		1448		0		0
	24		927		353		203		317		1939		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		1852		2269		10056		5923		1116				
	2		1877		2270		9655		5658		980				
	3		1845		2270		9520		5606		935				
	4		1864		2270		9682		5499		898				
	5		1887		2272		9955		5809		951				
	6		1924		2272		10349		6327		1346				
	7		1946		2271		11690		7663		1692				
	8		2034		2271		12810		7892		1956				
	9		2226		2271		12716		8017		1954				
	10		2499		2270		12506		8027		1978				
	11		2610		2269		12579		7948		1914				
	12		2648		2268		12530		7822		1923				
	13		2644		2267		12663		7541		1932				
	14		2657		2267		12799		7308		1897				
	15		2549		2267		12511		7590		1940				
	16		2688		2268		12779		7310		1879				
	17		3036		2267		12811		7647		2003				
	18		2896		2269		14181		8205		2726				
	19		2772		2270		14424		8340		2822				
	20		2903		2272		13707		8582		2601				
	21		2922		2269		14051		7659		2216				
	22		3095		2268		12565		7660		1872				
	23		3253		2269		11455		6729		1608				
	24		3737		2269		10576		5436		1237				
