12/15/12			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		916		347		169		296		996		16		0
	2		921		349		169		282		1184		16		0
	3		925		348		169		247		1178		16		0
	4		925		350		168		247		872		16		0
	5		925		353		163		255		921		16		0
	6		925		346		163		261		1063		1		0
	7		923		327		162		309		1113		0		0
	8		922		309		166		331		1132		52		0
	9		921		304		167		330		1042		187		0
	10		920		305		164		329		1003		322		67
	11		920		304		177		326		1066		468		74
	12		920		305		185		325		1102		527		58
	13		920		306		204		327		1117		511		53
	14		919		306		207		335		1229		375		57
	15		919		305		207		345		1404		221		29
	16		920		301		207		344		1177		108		35
	17		921		319		206		360		1163		0		0
	18		921		323		202		365		1316		0		0
	19		921		325		210		405		1835		0		0
	20		920		324		215		401		2107		0		0
	21		921		322		215		356		1906		0		0
	22		921		321		215		353		1529		0		0
	23		922		327		215		321		1364		0		0
	24		922		323		215		307		1462		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		2736		2236		10810		6440		998				
	2		2915		2247		9817		6277		948				
	3		2878		2249		9700		6042		985				
	4		2573		2250		10084		5646		993				
	5		2628		2252		10100		5688		1048				
	6		2754		2253		9858		6288		1057				
	7		2826		2252		10392		6633		1301				
	8		2909		2253		10607		7076		1475				
	9		2946		2253		11152		7330		1452				
	10		3107		2253		11794		7232		1503				
	11		3332		2253		11826		7286		1440				
	12		3421		2253		11790		7123		1461				
	13		3437		2252		11790		6945		1392				
	14		3429		2251		11386		7052		1488				
	15		3432		2250		11195		7236		1438				
	16		3091		2250		11511		7233		1702				
	17		2968		2248		12319		7726		2012				
	18		3124		2249		14510		7912		2128				
	19		3692		2247		13686		8030		2471				
	20		3964		2250		12947		8159		2384				
	21		3716		2253		13319		7762		1994				
	22		3336		2253		13004		7464		1897				
	23		3145		2253		12676		6960		1124				
	24		3226		2252		10909		6711		1070				
