12/28/12			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		926		329		198		316		50		0		0
	2		926		329		197		280		37		0		0
	3		927		329		198		278		31		0		0
	4		926		334		199		277		34		0		0
	5		926		334		197		274		40		0		0
	6		927		333		197		281		36		0		0
	7		926		327		196		327		46		0		0
	8		926		326		194		357		38		119		0
	9		905		325		196		361		40		407		0
	10		866		323		196		363		60		684		12
	11		867		336		198		364		62		850		71
	12		867		344		199		364		86		894		66
	13		868		346		200		372		64		775		68
	14		870		338		199		371		40		689		66
	15		870		330		202		374		43		408		71
	16		900		294		201		374		32		198		24
	17		906		336		201		378		53		13		0
	18		896		347		200		415		81		0		0
	19		880		346		200		415		95		0		0
	20		867		346		200		415		139		0		0
	21		866		348		200		376		127		0		0
	22		865		349		200		368		161		0		0
	23		865		341		200		339		237		0		0
	24		864		339		200		335		324		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		1806		2268		11011		5410		1643				
	2		1753		2267		10074		5858		1611				
	3		1747		2267		9514		5704		1782				
	4		1761		2267		9429		5510		1844				
	5		1761		2267		9861		5607		1831				
	6		1762		2269		10571		5972		1722				
	7		1810		2269		10342		7418		2219				
	8		1954		2269		11097		7494		2355				
	9		2230		2269		11551		7627		2349				
	10		2504		2268		12324		6919		2283				
	11		2748		2269		12233		7258		1978				
	12		2821		2268		12195		6952		2034				
	13		2693		2266		12167		6633		2143				
	14		2574		2267		12012		6738		2010				
	15		2297		2265		11765		6974		1998				
	16		2018		2264		11750		7218		2049				
	17		1882		2265		11894		7766		2548				
	18		1931		2266		13506		8627		3153				
	19		1921		2266		13632		8658		3333				
	20		1954		2268		13533		8633		2857				
	21		1907		2268		13197		8629		2502				
	22		1937		2268		12326		8416		2258				
	23		1978		2269		11785		7413		1813				
	24		2059		2269		11117		6187		1697				
