12/16/12			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		923		324		214		302		1084		0		0
	2		922		324		213		265		1004		0		0
	3		922		326		213		266		1172		0		0
	4		922		327		213		268		1224		0		0
	5		922		328		213		267		1307		0		0
	6		922		327		213		278		1210		0		0
	7		920		325		213		316		1058		0		0
	8		920		326		213		314		722		107		0
	9		919		328		210		311		526		315		0
	10		918		326		210		311		354		553		63
	11		918		327		210		311		360		671		78
	12		920		324		210		310		437		724		58
	13		919		327		211		308		579		700		33
	14		919		332		211		316		730		585		11
	15		919		338		211		321		1084		364		15
	16		918		346		214		319		1397		128		43
	17		918		350		213		319		1146		8		4
	18		918		362		211		333		882		0		0
	19		918		362		210		382		654		0		0
	20		918		364		211		387		512		0		0
	21		917		363		211		345		758		0		0
	22		917		367		209		323		694		0		0
	23		919		368		210		315		905		0		0
	24		918		366		211		313		1023		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		2844		2252		10224		6478		854				
	2		2725		2253		9513		6231		857				
	3		2895		2253		8519		6352		874				
	4		2950		2253		8081		6525		908				
	5		3033		2253		8235		6216		951				
	6		2947		2253		8528		6437		973				
	7		2831		2253		9273		6368		1063				
	8		2601		2254		10047		6528		1058				
	9		2608		2254		10474		6817		1152				
	10		2730		2254		10904		6798		1383				
	11		2873		2254		11346		6649		1425				
	12		2984		2256		11578		6490		1312				
	13		3077		2259		11540		6564		1250				
	14		3104		2256		11222		6883		1268				
	15		3252		2253		10934		6964		1441				
	16		3365		2252		11277		6824		1381				
	17		2959		2251		12518		7292		1733				
	18		2702		2251		14354		7939		2534				
	19		2523		2249		14151		8488		2766				
	20		2389		2250		14519		8268		2442				
	21		2591		2250		13871		8464		2027				
	22		2507		2250		13307		8152		1561				
	23		2713		2252		12245		7252		1036				
	24		2828		2253		10526		6755		974				
