08/23/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		881		318		176		163		2452		0		0
	2		883		318		175		163		2371		0		0
	3		883		322		174		164		2410		0		0
	4		884		324		174		157		2346		0		0
	5		884		322		175		120		2320		0		0
	6		884		325		175		163		1827		0		0
	7		884		325		175		164		1628		78		0
	8		885		316		176		174		1546		1052		0
	9		883		302		177		170		1398		2618		238
	10		882		301		176		185		1315		3431		487
	11		881		315		177		190		1122		4016		594
	12		880		321		177		190		920		4196		608
	13		879		320		177		199		862		4094		610
	14		878		323		177		196		1002		4044		605
	15		877		325		177		214		1271		4160		624
	16		877		327		177		217		1573		3942		635
	17		876		327		176		233		1845		3376		617
	18		876		327		174		233		1970		2363		532
	19		877		328		174		235		2045		825		230
	20		878		329		174		235		2148		0		0
	21		878		329		175		214		2508		0		0
	22		880		328		175		210		2695		0		0
	23		882		327		176		186		2536		0		0
	24		884		328		177		154		2290		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		3990		2272		11045		7162		931				
	2		3910		2271		10559		6617		712				
	3		3953		2270		10003		6419		681				
	4		3884		2270		9533		6400		685				
	5		3820		2272		9578		6271		732				
	6		3374		2274		10220		6539		741				
	7		3254		2273		10110		6847		764				
	8		4149		2272		10068		6592		910				
	9		5785		2269		9451		6489		897				
	10		6778		2266		9756		6538		972				
	11		7295		2264		9932		6668		1115				
	12		7292		2267		11095		6641		969				
	13		7140		2266		11678		6797		1326				
	14		7225		2263		12272		7023		1432				
	15		7646		2265		12660		7306		1411				
	16		7748		2267		13112		7361		1829				
	17		7450		2269		13075		8396		1876				
	18		6475		2270		13337		8698		2473				
	19		4714		2272		13474		9284		2939				
	20		3764		2274		14046		8987		2801				
	21		4103		2269		13847		9404		2333				
	22		4287		2264		13318		8607		1849				
	23		4106		2268		12369		7887		1553				
	24		3834		2271		11154		7432		1312				
