08/27/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		877		368		201		139		2317		0		0
	2		878		365		201		105		2156		0		0
	3		878		360		202		107		1927		0		0
	4		878		358		201		106		1805		0		0
	5		878		356		202		111		1501		0		0
	6		878		338		201		163		1196		0		0
	7		878		333		198		167		1018		61		0
	8		877		330		193		187		886		971		0
	9		876		353		197		213		573		2524		260
	10		875		353		196		215		458		3455		561
	11		873		358		200		235		348		3978		610
	12		872		365		199		259		321		4144		633
	13		870		370		200		271		358		4087		660
	14		869		367		198		275		550		4070		662
	15		867		366		196		325		937		4072		663
	16		867		371		200		325		1251		3790		653
	17		868		371		203		335		1325		3172		633
	18		868		372		206		304		1483		2162		567
	19		869		367		206		337		1558		663		204
	20		870		365		207		305		1794		0		0
	21		871		364		207		282		2131		0		0
	22		872		365		207		265		2571		0		0
	23		873		367		207		225		2791		0		0
	24		875		361		207		173		2922		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		3902		2269		12475		6324		622				
	2		3705		2266		11497		6161		635				
	3		3473		2264		11354		5977		602				
	4		3348		2265		11138		5912		582				
	5		3047		2265		11470		6141		607				
	6		2775		2266		12522		6415		643				
	7		2655		2265		13312		7557		804				
	8		3445		2265		13464		7733		937				
	9		4996		2269		13450		7535		1000				
	10		6112		2269		13829		7596		1148				
	11		6602		2269		14771		7348		1614				
	12		6794		2263		15556		7821		1816				
	13		6816		2259		16406		8255		1991				
	14		6991		2257		17191		8830		2250				
	15		7426		2256		17940		9029		2484				
	16		7457		2254		18391		9455		2893				
	17		6908		2255		18871		9976		3140				
	18		5962		2258		18731		10282		3404				
	19		4205		2258		19058		10674		3542				
	20		3541		2259		19346		10358		2984				
	21		3855		2261		18322		10810		2787				
	22		4281		2261		16286		10528		2092				
	23		4465		2266		14390		9527		1286				
	24		4539		2268		12889		8291		681				
