07/17/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		879		357		208		200		3023		0		0
	2		881		355		206		198		3040		0		0
	3		884		357		206		198		3111		0		0
	4		882		359		206		198		2996		0		0
	5		883		342		206		198		2817		0		0
	6		883		319		204		198		2723		0		0
	7		881		316		205		197		2695		203		0
	8		880		316		205		202		2516		1210		19
	9		879		328		206		220		2209		2434		347
	10		877		321		205		220		1870		3221		505
	11		875		324		206		229		1563		3691		504
	12		875		321		205		229		1459		3837		512
	13		873		338		205		232		1576		3894		598
	14		870		349		205		233		1833		3949		673
	15		871		331		206		250		2221		3921		676
	16		871		338		206		278		2518		3791		660
	17		871		338		207		277		2750		3261		628
	18		872		337		206		276		2987		2486		571
	19		876		331		204		287		3318		1258		389
	20		876		332		207		289		3483		251		47
	21		876		343		207		259		3613		0		0
	22		876		356		207		232		3662		0		0
	23		877		356		207		236		3502		0		0
	24		880		358		206		216		3309		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		4666		2265		9551		8816		998				
	2		4681		2266		8174		8858		938				
	3		4756		2266		7347		8784		933				
	4		4641		2266		7167		8883		912				
	5		4446		2263		7565		8782		919				
	6		4327		2262		8581		9357		591				
	7		4498		2261		8808		9657		1076				
	8		5349		2260		9875		9159		1244				
	9		6624		2259		9962		9064		1237				
	10		7218		2264		10473		9133		1223				
	11		7391		2258		11271		9072		1414				
	12		7438		2261		11405		9473		1472				
	13		7717		2264		12048		8838		1643				
	14		8112		2264		12043		9003		1835				
	15		8476		2264		12344		8905		2150				
	16		8662		2260		12793		8768		2412				
	17		8333		2256		13032		8983		2663				
	18		7735		2257		13095		9150		2832				
	19		6662		2259		13439		8899		3023				
	20		5484		2259		13630		8931		3027				
	21		5297		2262		13497		9225		3105				
	22		5333		2261		13224		9274		2645				
	23		5178		2258		11528		9233		2292				
	24		4969		2260		9725		9279		1542				
