04/08/13			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		911		268		159		342		3302		0		0
	2		910		259		159		337		3347		0		0
	3		909		255		159		328		3839		0		0
	4		905		253		158		326		3684		0		0
	5		903		257		158		325		3666		0		0
	6		901		250		153		326		3684		0		0
	7		900		247		139		338		3881		10		0
	8		900		246		138		351		2897		156		0
	9		898		246		142		368		2084		443		26
	10		896		248		144		371		2241		710		73
	11		895		251		148		366		2548		944		23
	12		895		250		152		363		3003		919		3
	13		894		231		156		364		3027		934		3
	14		894		235		158		366		2847		856		4
	15		894		235		159		366		2889		928		4
	16		894		237		148		368		2947		911		3
	17		894		237		148		370		3230		743		0
	18		893		234		148		382		3058		354		0
	19		894		236		147		369		2955		0		0
	20		894		237		149		366		3405		0		0
	21		894		237		150		363		3255		0		0
	22		895		237		150		354		3676		0		0
	23		897		238		149		343		3967		0		0
	24		898		235		143		317		3915		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		4979		2280		4729		7549		1455				
	2		5010		2279		4777		7191		1381				
	3		5487		2279		4603		6715		1137				
	4		5324		2280		4555		6529		1405				
	5		5305		2279		5075		6303		1482				
	6		5312		2280		5201		7619		1596				
	7		5515		2282		6148		8268		1885				
	8		4689		2280		7439		8299		2697				
	9		4208		2278		8360		8359		2898				
	10		4684		2278		8529		8352		2831				
	11		5176		2279		8517		8338		2613				
	12		5586		2278		8390		8152		2465				
	13		5608		2279		8605		7770		2497				
	14		5360		2279		8452		7645		2754				
	15		5475		2280		8659		7621		2179				
	16		5509		2279		8355		7587		2312				
	17		5621		2278		8376		7412		2274				
	18		5069		2279		9146		6753		2777				
	19		4697		2281		9382		6924		3046				
	20		5048		2281		9851		7138		3691				
	21		4895		2280		10051		8046		3645				
	22		5308		2280		8894		8047		2986				
	23		5591		2279		7625		7687		2261				
	24		5504		2280		6416		7560		1754				
