10/18/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		880		317		167		96		2111		0		0
	2		881		322		167		82		2040		0		0
	3		881		319		167		48		1993		0		0
	4		881		324		167		49		1967		0		0
	5		881		327		167		50		2090		0		0
	6		881		328		166		51		1952		0		0
	7		882		330		165		89		1704		0		0
	8		882		333		164		92		1753		329		0
	9		881		330		168		92		1644		1708		0
	10		880		331		167		104		990		2834		31
	11		879		332		169		105		575		3569		71
	12		879		331		168		104		320		3848		65
	13		878		330		168		105		217		3855		58
	14		877		329		167		105		194		3871		60
	15		876		331		168		106		179		3584		66
	16		876		331		169		105		130		3278		73
	17		876		331		169		107		119		2230		73
	18		876		332		170		129		157		637		11
	19		876		332		170		143		352		0		0
	20		877		331		170		171		437		0		0
	21		878		332		170		136		460		0		0
	22		879		331		170		115		550		0		0
	23		879		329		171		105		648		0		0
	24		880		321		171		104		587		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		3572		1121		6775		4857		551				
	2		3492		1122		6690		4376		457				
	3		3408		1122		6486		4099		396				
	4		3388		1120		6200		4084		400				
	5		3515		1121		5972		4102		397				
	6		3377		1121		6018		4590		531				
	7		3171		1120		6703		5234		601				
	8		3552		1120		6565		5323		586				
	9		4823		1120		5125		5174		616				
	10		5336		1119		4666		5240		647				
	11		5700		1119		4708		5232		600				
	12		5715		1119		4785		5232		724				
	13		5610		1119		4932		5251		834				
	14		5604		1119		4922		5102		989				
	15		5311		1117		5174		5135		1271				
	16		4963		1116		6232		5150		1270				
	17		3905		1116		7921		5565		1438				
	18		2311		1117		11075		5582		1651				
	19		1873		1118		12221		5899		1758				
	20		1986		1121		12441		6033		1721				
	21		1976		1125		12137		5902		1576				
	22		2045		1123		11635		5888		1054				
	23		2133		1122		10893		5537		704				
	24		2063		1123		10013		5181		645				
