11/22/14			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		1078		309		170		54		1119		0		0		
	2		1078		306		169		23		1628		0		0		
	3		1076		305		169		25		1808		0		0		
	4		1075		308		169		25		1943		0		0		
	5		1073		313		168		25		1736		0		0		
	6		1073		312		168		64		1658		0		0		
	7		1074		312		168		76		1939		51		0		
	8		1074		308		167		89		1711		877		0		
	9		1075		306		168		90		2236		2101		145		
	10		1074		306		164		94		2107		3419		220		
	11		1072		311		165		105		2286		3732		350		
	12		1072		308		165		105		2553		3738		91		
	13		1068		309		165		107		2575		3530		0		
	14		1063		312		167		99		2427		3115		0		
	15		1064		311		170		97		2365		2048		57		
	16		1064		312		172		108		2012		776		79		
	17		1063		311		172		129		1496		0		0		
	18		1065		312		174		160		1384		0		0		
	19		1072		312		178		161		1373		0		0		
	20		1081		311		180		126		1391		0		0		
	21		1083		313		180		119		1443		0		0		
	22		1084		323		180		119		1475		0		0		
	23		1085		323		180		112		1619		0		0		
	24		1086		323		177		86		1822		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2730		2262		9849		5689		468						
	2		3204		2262		8274		6059		433						
	3		3383		2263		7592		6045		371						
	4		3520		2264		7346		5872		390						
	5		3315		2263		7733		5855		427						
	6		3275		2265		8087		6103		493						
	7		3621		2266		7910		6430		746						
	8		4226		2266		8057		6233		821						
	9		6121		2266		7104		6493		640						
	10		7384		2266		6883		6327		581						
	11		8020		2266		6892		5884		698						
	12		8033		2266		6552		6235		702						
	13		7754		2264		6603		6350		680						
	14		7182		2264		7256		6116		680						
	15		6111		2263		8066		6166		748						
	16		4523		2264		8987		6720		990						
	17		3172		2266		11165		6350		1479						
	18		3095		2266		12713		7358		1388						
	19		3096		2269		11799		8186		1513						
	20		3089		2269		11908		7561		1465						
	21		3139		2267		11453		7218		1414						
	22		3181		2268		10571		7095		1255						
	23		3319		2269		10035		6302		1073						
	24		3494		2267		9086		5854		830						
