12/25/12			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		925		371		196		303		219		0		0
	2		926		370		196		264		210		0		0
	3		926		370		196		263		183		0		0
	4		927		370		196		263		176		0		0
	5		927		372		196		262		190		0		0
	6		927		371		191		264		178		0		0
	7		926		370		184		306		166		0		0
	8		926		369		184		330		154		84		0
	9		925		371		186		332		164		230		0
	10		924		370		189		333		288		445		0
	11		924		367		192		334		275		493		0
	12		924		368		194		336		390		424		0
	13		926		368		195		335		213		399		0
	14		925		368		193		335		234		323		0
	15		924		368		195		335		280		196		0
	16		924		367		196		337		304		78		0
	17		924		367		194		339		145		3		0
	18		925		367		197		374		308		0		0
	19		925		362		195		380		340		0		0
	20		924		364		194		380		338		0		0
	21		924		367		197		371		356		0		0
	22		923		362		198		338		471		0		0
	23		923		361		198		318		612		0		0
	24		923		367		197		315		985		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		2005		2264		8997		6682		1834				
	2		1957		2264		8539		6507		1800				
	3		1930		2265		7974		6144		1722				
	4		1924		2264		7931		5807		1722				
	5		1940		2265		7595		5892		1756				
	6		1925		2267		7801		6159		1732				
	7		1947		2267		7466		7105		1784				
	8		2048		2268		7502		7218		1955				
	9		2207		2267		8309		7334		2157				
	10		2549		2265		8548		6944		2314				
	11		2585		2265		8959		6693		2327				
	12		2635		2265		8949		6794		2291				
	13		2432		2264		9170		6743		2269				
	14		2370		2265		8993		6834		2262				
	15		2287		2265		8720		6935		2281				
	16		2192		2264		8800		7034		2226				
	17		1958		2265		9643		7259		2467				
	18		2156		2265		10545		7881		2971				
	19		2192		2263		10288		8307		2950				
	20		2194		2264		10328		8402		2675				
	21		2210		2265		10543		8226		2352				
	22		2288		2262		10413		7761		2080				
	23		2407		2263		10327		6320		1894				
	24		2782		2264		9106		5792		1800				
