11/21/14			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		1086		305		170		63		1396		0		0		
	2		1087		290		170		51		1417		0		0		
	3		1087		290		169		19		2119		0		0		
	4		1058		297		162		20		2624		0		0		
	5		1063		313		168		20		2622		0		0		
	6		1088		312		170		68		2612		0		0		
	7		1087		312		170		72		2651		6		0		
	8		1086		311		169		93		2571		618		0		
	9		1086		310		170		80		2412		1701		204		
	10		1085		316		169		92		2214		2671		424		
	11		1083		317		167		91		2064		3011		461		
	12		1080		309		165		90		1801		3132		463		
	13		1046		314		164		86		1654		3323		470		
	14		1043		312		166		90		1771		3357		361		
	15		1042		314		168		91		2126		2856		320		
	16		1064		313		168		93		2277		1377		205		
	17		1078		316		167		117		2119		0		0		
	18		1079		310		168		159		1856		0		0		
	19		1079		313		169		162		1929		0		0		
	20		1079		310		169		118		2028		0		0		
	21		1078		313		169		110		1776		0		0		
	22		1078		314		170		115		1086		0		0		
	23		1077		309		170		116		1064		0		0		
	24		1078		309		170		83		1322		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		3021		2262		10358		5115		348						
	2		3015		2262		9797		4926		310						
	3		3684		2263		8948		4661		279						
	4		4162		2263		8571		4437		279						
	5		4187		2263		9061		4524		304						
	6		4250		2265		10055		4851		457						
	7		4299		2265		10916		5821		796						
	8		4848		2265		11474		5848		961						
	9		5963		2266		11465		5612		695						
	10		6971		2265		10691		5815		663						
	11		7193		2264		11014		5529		651						
	12		7039		2264		11304		5304		670						
	13		7059		2263		11377		5149		589						
	14		7101		2262		11292		5380		583						
	15		6918		2261		11241		5562		610						
	16		5497		2261		11695		6288		911						
	17		3797		2261		13846		6319		1141						
	18		3571		2263		15545		6411		1529						
	19		3652		2263		15138		6329		1496						
	20		3703		2264		14537		6185		1475						
	21		3447		2264		13772		6316		1422						
	22		2763		2264		13375		6123		1408						
	23		2736		2264		12497		5442		1138						
	24		2962		2263		10875		5589		708						
