10/22/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		885		298		146		93		2388		0		0
	2		885		301		146		57		2390		0		0
	3		885		305		146		56		2252		0		0
	4		885		301		146		56		1660		0		0
	5		885		300		145		50		1199		0		0
	6		885		305		145		85		1245		0		0
	7		885		302		145		103		1058		0		0
	8		885		301		143		126		470		348		0
	9		885		303		143		119		234		1881		52
	10		884		295		142		118		209		2999		447
	11		884		297		134		120		199		3697		479
	12		882		300		124		119		226		3810		451
	13		881		307		129		116		272		3662		313
	14		880		307		116		122		264		3678		349
	15		881		308		121		117		216		3504		358
	16		880		310		117		131		99		3018		402
	17		880		311		116		150		124		1990		355
	18		879		309		117		143		187		520		58
	19		880		307		118		179		254		0		0
	20		881		300		118		185		375		0		0
	21		882		308		119		152		364		0		0
	22		882		311		119		136		385		0		0
	23		882		316		119		97		408		0		0
	24		883		317		119		92		436		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		3810		1137		5125		5156		412				
	2		3779		1135		4968		4797		395				
	3		3645		1135		4741		4750		383				
	4		3048		1136		5899		4641		416				
	5		2579		1138		7187		4660		441				
	6		2666		1138		7687		5162		427				
	7		2494		1137		9020		6210		811				
	8		2273		1136		10272		6482		855				
	9		3615		1137		8339		6146		581				
	10		5095		1137		5875		6238		434				
	11		5810		1139		5240		6015		391				
	12		5912		1137		5059		6141		537				
	13		5680		1136		6583		5786		466				
	14		5717		1136		6259		6138		657				
	15		5504		1136		6967		6112		828				
	16		4957		1137		7835		6198		1022				
	17		3927		1136		9199		6622		1145				
	18		2215		1135		11458		6923		1315				
	19		1738		1135		12016		7341		1602				
	20		1859		1136		11811		7518		1765				
	21		1824		1137		11733		7364		1395				
	22		1834		1139		10910		7523		1185				
	23		1821		1140		9697		7233		657				
	24		1846		1140		8703		6408		559				
