07/25/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		885		330		207		183		1333		0		0
	2		885		330		206		169		1293		0		0
	3		887		332		207		136		1214		0		0
	4		888		332		207		133		930		0		0
	5		890		331		206		132		801		0		0
	6		892		330		203		132		647		0		0
	7		891		329		203		175		420		188		0
	8		890		327		202		179		280		1156		14
	9		888		327		197		214		161		2305		236
	10		886		325		194		219		107		3075		296
	11		886		333		197		229		162		3645		305
	12		884		346		197		235		284		3818		308
	13		883		351		198		256		557		3914		322
	14		883		353		200		285		627		3943		310
	15		885		353		206		314		755		3785		299
	16		885		353		208		356		848		3410		299
	17		886		353		209		356		1020		2623		297
	18		885		356		209		349		1091		1587		248
	19		885		343		207		348		1367		748		38
	20		885		354		207		349		1482		142		0
	21		885		351		201		274		1679		0		0
	22		887		330		194		256		1767		0		0
	23		884		325		194		214		1968		0		0
	24		883		327		201		187		1652		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		2938		2273		13536		9143		879				
	2		2883		2273		12275		8954		722				
	3		2775		2269		11547		8938		730				
	4		2490		2269		11284		8741		715				
	5		2360		2272		11265		8847		887				
	6		2204		2273		11771		9100		1025				
	7		2206		2275		12249		9356		1160				
	8		3047		2271		12943		8990		1502				
	9		4328		2270		13567		8906		1634				
	10		5103		2271		14506		8970		1633				
	11		5756		2268		15648		8914		2013				
	12		6071		2264		17154		8826		2234				
	13		6482		2258		18282		8630		2401				
	14		6601		2256		18725		8918		3370				
	15		6597		2260		19713		8806		3654				
	16		6360		2262		20444		8785		4066				
	17		5743		2262		20948		9107		4472				
	18		4724		2261		20988		9629		4640				
	19		3937		2256		20618		9800		4386				
	20		3419		2259		19524		9990		4207				
	21		3391		2265		19201		9771		3872				
	22		3434		2266		18026		9851		3300				
	23		3586		2264		16270		10040		1917				
	24		3251		2260		14012		10056		1430				
