08/02/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		881		337		208		178		1801		0		0
	2		882		337		206		176		1900		0		0
	3		883		331		206		142		2089		0		0
	4		882		329		206		136		2089		0		0
	5		881		340		206		139		1937		0		0
	6		881		340		206		138		1641		0		0
	7		880		345		206		139		1402		47		0
	8		880		357		205		148		1265		573		0
	9		880		360		205		153		1122		1350		0
	10		879		367		205		194		915		1661		0
	11		879		358		205		209		740		1946		0
	12		874		362		205		218		889		2101		0
	13		872		368		205		224		830		2377		0
	14		871		370		205		260		822		2262		0
	15		869		368		205		260		940		2164		0
	16		868		362		205		273		1298		2063		0
	17		868		366		205		281		1389		1466		0
	18		867		359		205		320		1326		922		0
	19		866		354		207		285		1372		485		0
	20		867		356		208		281		1379		0		0
	21		868		359		207		263		1377		0		0
	22		870		363		208		235		1222		0		0
	23		872		362		208		228		1332		0		0
	24		873		347		207		224		1366		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		3406		2265		14893		7138		1015				
	2		3500		2265		13450		6918		679				
	3		3651		2265		12438		6518		683				
	4		3643		2264		11894		6496		830				
	5		3502		2265		11868		6430		851				
	6		3207		2265		12239		6580		897				
	7		3020		2266		11855		7349		900				
	8		3428		2263		12209		7070		994				
	9		4070		2260		12682		7321		950				
	10		4220		2260		13745		7915		1104				
	11		4337		2260		14630		7931		1347				
	12		4649		2262		15548		7694		1667				
	13		4875		2263		16426		7339		2025				
	14		4789		2261		16955		6845		2816				
	15		4806		2261		17158		7001		3096				
	16		5069		2262		16770		7223		3469				
	17		4575		2257		16945		7332		3759				
	18		3999		2257		17198		7295		3930				
	19		3571		2260		17156		7236		3990				
	20		3090		2261		16959		7554		3785				
	21		3073		2261		17101		7898		3670				
	22		2897		2261		16758		8138		3016				
	23		3001		2262		16008		7585		2070				
	24		3017		2263		14865		7615		1080				
