06/23/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		891		331		203		184		4174		0		0
	2		891		328		202		180		4007		0		0
	3		891		324		199		180		3921		0		0
	4		891		327		200		180		3848		0		0
	5		891		321		199		178		3771		0		0
	6		891		291		198		178		3369		0		0
	7		890		294		197		210		3108		364		0
	8		889		319		194		214		2933		1491		58
	9		887		320		195		211		2705		2608		334
	10		887		315		195		218		2283		3294		448
	11		883		321		194		231		1899		3729		422
	12		881		323		196		249		1367		3935		494
	13		880		327		199		259		1110		3954		526
	14		879		325		199		265		1160		3943		540
	15		878		328		201		255		2011		3891		605
	16		879		330		201		291		2993		3630		639
	17		878		328		201		323		3611		3135		592
	18		877		329		202		323		3811		2430		455
	19		878		324		201		322		3972		1294		317
	20		881		323		202		322		4125		281		46
	21		882		324		202		319		4203		0		0
	22		882		322		202		256		4032		0		0
	23		882		319		201		240		4221		0		0
	24		883		308		200		224		4273		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		5782		2282		6293		7946		1094				
	2		5607		2282		5760		7660		951				
	3		5515		2282		5148		7551		1101				
	4		5446		2282		5152		7296		1196				
	5		5359		2283		5455		7595		1146				
	6		4927		2282		6753		7926		1102				
	7		5064		2283		7525		7553		1649				
	8		6098		2284		8299		7624		1785				
	9		7260		2284		9017		7330		1776				
	10		7639		2283		9735		7085		1999				
	11		7680		2285		10789		6842		2103				
	12		7444		2284		12021		6743		2162				
	13		7254		2283		12878		6475		2459				
	14		7312		2283		13713		6399		2649				
	15		8168		2281		13976		6250		2673				
	16		8963		2281		13805		6334		2889				
	17		9067		2282		13784		6294		3397				
	18		8426		2282		14005		6518		3657				
	19		7309		2282		14171		7056		3629				
	20		6180		2283		14105		7465		3574				
	21		5930		2282		13876		7651		3544				
	22		5694		2281		13204		8087		2933				
	23		5862		2281		10976		8294		2004				
	24		5889		2281		8522		8391		1693				
