04/17/13			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		912		302		185		301		2823		0		0
	2		913		284		184		301		2019		0		0
	3		914		294		184		301		1746		0		0
	4		913		298		184		304		1686		0		0
	5		913		298		180		305		1752		0		0
	6		913		294		182		307		1779		0		0
	7		912		291		180		321		1871		22		0
	8		911		290		179		337		1790		295		0
	9		908		288		178		347		1708		780		191
	10		907		277		177		350		1349		1147		309
	11		906		288		178		353		1155		1344		316
	12		905		288		180		359		1204		1364		309
	13		897		288		178		365		1453		1436		302
	14		889		288		174		368		1677		1437		303
	15		894		289		178		367		1769		1425		309
	16		902		295		178		363		1753		1306		315
	17		904		297		179		366		1906		1059		311
	18		903		292		174		365		1970		679		287
	19		904		292		173		354		1964		194		121
	20		906		293		173		353		1984		0		0
	21		905		294		173		352		1920		0		0
	22		905		296		173		351		1432		0		0
	23		908		295		172		332		1087		0		0
	24		908		290		172		308		643		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		4519		2282		6528		7363		1632				
	2		3697		2281		6955		6897		1693				
	3		3434		2279		6620		6954		1540				
	4		3381		2280		6315		7068		1513				
	5		3445		2279		6519		7166		1596				
	6		3471		2279		7345		7618		1692				
	7		3597		2281		8017		8012		2737				
	8		3802		2282		8988		8026		3177				
	9		4402		2280		9144		7674		3024				
	10		4516		2281		9772		6985		3149				
	11		4539		2281		9528		7584		2979				
	12		4609		2280		9524		7777		2653				
	13		4919		2280		8836		8246		2343				
	14		5136		2281		8563		8298		2407				
	15		5231		2281		8406		8212		2471				
	16		5113		2281		8628		8177		2260				
	17		5022		2281		8138		8541		2301				
	18		4670		2280		8378		8548		2306				
	19		4002		2281		8685		8747		2531				
	20		3709		2281		9203		8931		3352				
	21		3641		2280		10154		8905		3654				
	22		3154		2281		9507		8714		3618				
	23		2793		2279		8639		8980		2427				
	24		2319		2279		7936		8451		2034				
