01/20/15			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		1076		316		161		150		284		0		0		
	2		1075		312		161		148		245		0		0		
	3		1075		315		162		148		96		0		0		
	4		1076		318		163		149		75		0		0		
	5		1075		318		163		149		56		0		0		
	6		1075		318		163		198		40		0		0		
	7		1074		317		163		201		44		0		0		
	8		1075		319		162		200		54		367		0		
	9		1074		315		161		204		52		1294		0		
	10		1073		316		161		186		70		1933		0		
	11		1072		326		160		181		72		2363		0		
	12		1070		337		159		181		70		2471		0		
	13		1069		339		159		182		75		2660		0		
	14		1064		343		161		188		83		2178		0		
	15		1067		346		160		187		89		1884		0		
	16		1068		348		162		195		148		1195		0		
	17		1068		349		167		202		333		365		0		
	18		1071		349		173		250		811		0		0		
	19		1071		346		167		247		543		0		0		
	20		1073		346		166		208		489		0		0		
	21		1072		345		166		192		332		0		0		
	22		1069		340		167		191		222		0		0		
	23		1073		344		167		191		201		0		0		
	24		1073		341		167		191		153		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		1987		2268		8575		7271		997						
	2		1942		2269		8184		7111		930						
	3		1796		2268		7833		7179		979						
	4		1780		2268		8039		6941		955						
	5		1762		2269		8410		7021		1032						
	6		1795		2269		8529		8122		1206						
	7		1800		2269		10464		8628		1329						
	8		2177		2270		11168		8839		1528						
	9		3101		2269		11046		8510		1606						
	10		3738		2269		11009		8395		1288						
	11		4172		2269		10519		8467		1218						
	12		4288		2268		10190		8415		1265						
	13		4483		2267		10323		7839		1188						
	14		4018		2265		10592		7978		1129						
	15		3734		2265		10688		8145		1100						
	16		3116		2266		11211		8268		1166						
	17		2485		2267		12013		8183		1672						
	18		2654		2269		13289		8855		1787						
	19		2374		2270		13954		9047		1992						
	20		2282		2271		13904		8716		1974						
	21		2108		2272		13196		8947		1703						
	22		1989		2271		12338		8550		1413						
	23		1977		2271		11068		8051		1178						
	24		1924		2270		9464		7873		992						
