01/06/13			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		924		368		210		321		526		0		0
	2		925		363		212		302		591		0		0
	3		925		365		213		262		730		0		0
	4		925		366		213		257		705		0		0
	5		925		369		213		258		603		0		0
	6		925		372		214		258		592		0		0
	7		924		372		214		321		635		0		0
	8		923		371		213		334		794		55		0
	9		922		370		213		339		717		252		0
	10		923		369		212		343		850		451		20
	11		922		369		212		342		1357		667		27
	12		921		370		214		337		1503		740		22
	13		921		368		214		337		1388		716		19
	14		921		371		214		362		1338		635		0
	15		921		369		215		371		1139		368		0
	16		921		373		216		381		1048		204		0
	17		921		373		215		389		961		31		0
	18		921		374		216		429		1047		0		0
	19		920		374		215		431		1520		0		0
	20		920		372		215		434		2038		0		0
	21		919		367		217		395		1836		0		0
	22		920		366		217		381		1202		0		0
	23		922		372		217		369		1215		0		0
	24		922		371		212		330		1174		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		2346		2267		9300		7073		1204				
	2		2390		2268		8684		6616		1098				
	3		2492		2269		8156		6495		1273				
	4		2464		2268		8190		6136		1274				
	5		2366		2269		8733		5741		1296				
	6		2358		2270		8395		6498		1305				
	7		2463		2268		8501		7161		1274				
	8		2690		2269		8767		7436		1239				
	9		2813		2268		9128		7294		1476				
	10		3167		2267		9326		6711		1699				
	11		3895		2268		9087		6709		1721				
	12		4107		2267		9386		6470		1679				
	13		3962		2267		10428		5355		1810				
	14		3841		2267		9810		6224		1549				
	15		3384		2268		10168		6193		1484				
	16		3139		2268		9980		6546		1797				
	17		2889		2269		10475		7104		1978				
	18		2983		2269		11457		8630		2538				
	19		3457		2269		11932		8477		2491				
	20		3976		2269		11405		8316		2351				
	21		3731		2269		10991		8201		2439				
	22		3082		2269		11418		7051		2310				
	23		3092		2269		10336		6533		1803				
	24		3007		2269		9194		6661		1264				
