06/25/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		897		302		202		209		3799		0		0
	2		898		320		202		200		3375		0		0
	3		898		323		201		163		3224		0		0
	4		898		307		201		162		3292		0		0
	5		899		320		201		171		3147		0		0
	6		900		303		198		214		3167		0		0
	7		899		305		195		217		3418		341		0
	8		899		311		192		235		3600		1427		42
	9		898		328		193		240		3732		2548		418
	10		897		332		190		239		3831		3284		555
	11		896		331		194		240		3933		3763		489
	12		881		334		196		270		4001		3956		529
	13		876		337		199		274		4038		4014		631
	14		875		337		198		272		4110		3995		632
	15		876		337		199		290		4166		3928		619
	16		872		342		201		295		4206		3654		618
	17		865		342		198		336		4248		3103		579
	18		867		326		202		298		3810		2322		538
	19		878		322		203		295		3771		1200		393
	20		884		321		204		289		4066		256		60
	21		889		323		207		292		3719		0		0
	22		889		317		206		309		3368		0		0
	23		889		312		205		253		3314		0		0
	24		893		286		204		229		3039		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		5409		2281		7324		8648		1350				
	2		4995		2280		6636		8515		1224				
	3		4808		2281		6565		8161		1170				
	4		4861		2281		6189		8272		1145				
	5		4738		2281		6403		8516		1151				
	6		4782		2281		6712		8675		1147				
	7		5375		2281		7390		8678		1117				
	8		6707		2281		7888		8655		1218				
	9		8357		2282		7910		8334		1405				
	10		9329		2283		8714		7748		1402				
	11		9845		2283		9452		7557		1449				
	12		10167		2282		9844		7551		1698				
	13		10370		2283		10557		7303		1653				
	14		10419		2278		11120		6945		2226				
	15		10416		2278		11734		7006		2462				
	16		10188		2283		12569		6836		2659				
	17		9671		2284		12373		7027		3353				
	18		8362		2284		12982		7384		3520				
	19		7062		2284		13611		7516		3387				
	20		6081		2283		13043		7870		3698				
	21		5430		2283		13357		8433		3712				
	22		5090		2285		13428		8269		3358				
	23		4973		2287		11196		8700		2688				
	24		4651		2284		9639		8453		2065				
