06/10/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		877		332		207		218		1680		0		0
	2		881		331		208		232		1499		0		0
	3		881		331		208		204		1313		0		0
	4		882		333		208		194		1255		0		0
	5		882		331		208		200		1210		0		0
	6		882		313		208		242		1105		0		0
	7		883		312		208		256		824		360		0
	8		881		330		207		249		571		1442		20
	9		880		334		205		249		549		2585		242
	10		877		328		204		243		534		3317		425
	11		874		329		204		252		543		3742		436
	12		872		333		205		255		577		3952		401
	13		871		336		205		257		779		3954		510
	14		869		335		207		273		1169		3946		484
	15		867		336		207		275		1818		3932		552
	16		867		329		207		312		2464		3646		616
	17		867		327		207		315		2968		3037		612
	18		867		327		207		314		3420		2198		541
	19		868		324		204		302		3786		1050		326
	20		869		325		204		264		3714		167		17
	21		871		323		204		268		3750		0		0
	22		874		328		205		254		3932		0		0
	23		875		330		201		239		4109		0		0
	24		876		328		205		230		4110		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		3315		2274		10282		8592		1411				
	2		3150		2274		8522		9010		1414				
	3		2937		2274		7893		8914		1413				
	4		2872		2275		7719		8872		1199				
	5		2831		2276		8028		8886		1086				
	6		2750		2278		8723		9117		1075				
	7		2841		2279		9779		8872		1760				
	8		3699		2277		10888		8527		2147				
	9		5045		2277		11732		8025		2039				
	10		5929		2277		12041		8047		2040				
	11		6379		2271		12808		7981		2163				
	12		6596		2268		13603		7649		2537				
	13		6912		2267		14181		7410		2555				
	14		7283		2264		14212		7415		3103				
	15		7986		2267		14037		7393		3377				
	16		8441		2278		13916		7462		3567				
	17		8332		2276		14279		7236		3829				
	18		7874		2276		13863		7689		3984				
	19		6861		2277		13986		7735		4052				
	20		5560		2278		14406		7642		3872				
	21		5416		2278		14833		7445		3504				
	22		5593		2279		13548		7453		3231				
	23		5756		2278		11074		8012		2160				
	24		5749		2278		8924		8103		1548				
