09/16/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		880		353		187		123		2361		0		0
	2		879		352		187		118		1999		0		0
	3		879		355		187		84		1700		0		0
	4		880		360		187		84		1594		0		0
	5		881		361		187		85		1657		0		0
	6		881		345		188		85		1349		0		0
	7		881		360		187		129		1153		0		0
	8		881		361		187		129		948		529		0
	9		881		364		183		126		700		1919		77
	10		879		365		165		131		558		3164		269
	11		878		366		162		152		326		3763		447
	12		875		362		180		163		183		3937		479
	13		873		364		182		159		212		3798		602
	14		872		364		183		173		288		3537		675
	15		872		366		183		173		490		3217		470
	16		871		368		183		224		1189		2922		331
	17		872		368		185		220		1798		2305		301
	18		872		368		186		231		1987		1212		199
	19		872		366		182		229		1962		201		37
	20		873		368		183		230		1832		0		0
	21		875		363		185		185		2001		0		0
	22		876		362		184		175		1914		0		0
	23		877		358		185		151		1901		0		0
	24		877		354		185		144		1520		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		3904		2264		15193		6384		697				
	2		3535		2264		14073		6248		796				
	3		3205		2264		13569		6026		683				
	4		3105		2268		13353		5972		636				
	5		3170		2267		13128		6090		758				
	6		2848		2267		14358		6116		882				
	7		2709		2271		15610		7020		878				
	8		3036		2272		16445		7422		1003				
	9		4250		2272		17065		7544		973				
	10		5531		2272		18452		7249		974				
	11		6095		2271		19278		7658		1582				
	12		6180		2262		21141		7523		1801				
	13		6190		2256		22637		7608		1935				
	14		6093		2256		24449		7435		2030				
	15		5770		2260		25508		7489		2261				
	16		6089		2264		25092		7304		2696				
	17		6049		2265		24578		7947		2820				
	18		5054		2267		24488		8336		3001				
	19		3849		2270		24870		8384		3088				
	20		3486		2272		25782		8133		3105				
	21		3608		2272		25087		8246		2264				
	22		3512		2272		22661		8297		1767				
	23		3471		2272		19406		8457		1015				
	24		3080		2273		17049		7775		1038				
