05/12/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		892		231		151		213		1178		0		0
	2		892		234		152		173		995		0		0
	3		893		238		155		170		667		0		0
	4		894		240		158		171		353		0		0
	5		894		240		160		172		264		0		0
	6		894		238		160		213		304		0		0
	7		894		244		159		254		359		248		0
	8		894		247		155		269		291		1368		0
	9		894		244		137		258		567		2611		259
	10		891		243		141		257		884		3331		454
	11		890		242		145		258		857		3726		511
	12		890		240		148		267		645		3714		586
	13		891		240		152		268		425		3765		565
	14		891		239		153		267		264		3740		577
	15		890		241		153		272		207		3685		590
	16		890		239		155		275		273		3476		588
	17		890		235		154		303		364		2949		539
	18		889		237		159		307		549		2126		435
	19		890		234		163		361		823		893		210
	20		891		236		162		364		965		0		0
	21		891		237		161		361		970		0		0
	22		891		242		161		320		893		0		0
	23		889		239		161		250		783		0		0
	24		889		238		160		243		791		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		2665		2291		6974		7866		1177				
	2		2447		2289		6362		8101		1144				
	3		2122		2289		6292		8338		1163				
	4		1816		2290		6296		8560		1156				
	5		1729		2290		7084		8314		1209				
	6		1809		2290		7763		7948		1227				
	7		2158		2290		8795		7776		1639				
	8		3224		2291		9153		7646		2394				
	9		4970		2289		9569		7504		1902				
	10		6204		2289		9338		7994		1836				
	11		6629		2289		10092		8199		1752				
	12		6491		2287		10602		8384		1778				
	13		6305		2286		10401		8728		2031				
	14		6132		2286		10857		9083		2160				
	15		6039		2286		11224		9197		2289				
	16		5895		2285		11714		9404		2350				
	17		5435		2287		12603		9072		2722				
	18		4702		2287		12982		9474		2756				
	19		3575		2288		13246		9776		3043				
	20		2617		2289		13886		9585		2990				
	21		2620		2289		14064		9867		3181				
	22		2506		2289		12859		9973		2820				
	23		2321		2289		12502		8553		1837				
	24		2322		2289		10215		8550		1353				
