01/04/13			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		925		339		214		284		64		0		0
	2		926		336		214		282		58		0		0
	3		927		338		213		283		77		0		0
	4		927		343		214		284		79		0		0
	5		927		345		214		284		78		0		0
	6		926		343		214		323		85		0		0
	7		923		337		213		340		91		0		0
	8		921		336		211		354		82		113		0
	9		919		335		208		366		58		434		2
	10		919		337		199		371		51		774		30
	11		920		342		199		371		43		949		31
	12		922		337		202		369		33		1001		26
	13		923		336		203		368		26		996		23
	14		923		336		203		357		36		916		25
	15		923		337		203		379		26		685		32
	16		923		335		205		392		10		364		35
	17		923		337		207		410		7		50		4
	18		923		335		213		449		8		0		0
	19		924		333		215		448		14		0		0
	20		923		335		215		448		23		0		0
	21		921		334		216		450		23		0		0
	22		923		328		216		444		20		0		0
	23		925		313		214		373		15		0		0
	24		925		316		217		346		17		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		1814		2269		10775		6522		1646				
	2		1807		2270		10782		6098		1406				
	3		1829		2269		10267		6229		1284				
	4		1840		2268		10181		6251		1335				
	5		1840		2267		10204		6449		1441				
	6		1883		2267		10754		6998		1574				
	7		1897		2267		11325		8027		2090				
	8		2014		2266		11783		8567		2372				
	9		2315		2266		12077		8682		2308				
	10		2672		2266		12042		8550		2192				
	11		2854		2266		12171		8099		2144				
	12		2890		2265		12176		7737		2033				
	13		2875		2267		12171		7313		1992				
	14		2792		2267		11982		7214		2006				
	15		2577		2267		11984		7102		2014				
	16		2257		2267		11750		7423		2111				
	17		1924		2267		11685		8202		2348				
	18		1909		2268		13130		9137		3015				
	19		1913		2267		13455		9214		3183				
	20		1924		2266		13431		9085		2898				
	21		1925		2266		13427		8942		2375				
	22		1912		2266		12636		8789		2137				
	23		1825		2267		12309		7792		1749				
	24		1799		2270		11531		6902		1509				
