08/25/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		891		330		175		157		2214		0		0
	2		892		333		176		120		2200		0		0
	3		892		345		176		118		2120		0		0
	4		892		348		176		118		2052		0		0
	5		892		345		176		118		2050		0		0
	6		892		324		175		164		1799		0		0
	7		891		320		174		167		1687		66		0
	8		891		322		174		184		1570		864		0
	9		890		344		177		203		1382		2279		215
	10		889		358		186		208		1317		3188		522
	11		888		357		188		208		1312		3628		610
	12		886		360		191		215		1419		3792		471
	13		885		370		196		227		1940		3850		324
	14		886		372		195		261		1896		3773		305
	15		885		361		196		276		2026		3796		302
	16		885		376		191		319		2366		3435		285
	17		884		376		187		319		2341		2908		320
	18		885		375		188		320		2334		2066		297
	19		885		368		187		335		2170		699		151
	20		886		369		186		295		2114		0		0
	21		888		369		186		281		1994		0		0
	22		890		358		186		224		2127		0		0
	23		889		355		184		179		2225		0		0
	24		888		360		184		163		2414		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		3766		2263		11270		6118		676				
	2		3720		2262		10370		6159		712				
	3		3651		2264		10202		5877		711				
	4		3587		2264		9848		6088		718				
	5		3581		2263		10055		6267		751				
	6		3354		2264		11221		6379		746				
	7		3306		2266		12383		7134		914				
	8		4006		2263		12674		7246		1112				
	9		5489		2261		12447		7524		976				
	10		6670		2264		12961		7278		907				
	11		7192		2261		13809		6931		955				
	12		7334		2256		14147		7266		967				
	13		7792		2254		14168		6969		1267				
	14		7688		2253		14340		7290		1848				
	15		7842		2254		14459		7043		2310				
	16		7858		2252		14693		6949		2900				
	17		7336		2251		15087		7397		3069				
	18		6464		2253		15623		7400		3197				
	19		4794		2253		15891		7882		3273				
	20		3851		2254		16190		8367		2914				
	21		3717		2258		16259		8609		2950				
	22		3785		2264		15640		7872		2226				
	23		3833		2265		14403		6971		1435				
	24		4009		2264		12824		6674		902				
